cohort,seed,runs,simulatedBills,committeeAdvanceRate,floorConsiderationRate,advanceToFloorRate,enactmentRate,specialRuleOnlyRouteShare,suspensionOnlyRouteShare,mixedSpecialRuleAndSuspensionRouteShare,otherFloorRouteShare,restrictiveSpecialRuleShare,closedRuleRate,openRuleRate,calendarCapacityDenialRate,routeTotalVariation
development_116_117,1162636207,12,720,0.106944444444,0.065277777778,0.610389610390,0.026388888889,0.021276595745,0.872340425532,0.063829787234,0.042553191489,1.000000000000,0.055555555556,0.051388888889,0.041666666667,0.082056737589
development_116_117,1162740936,12,720,0.125000000000,0.065277777778,0.522222222222,0.015277777778,0.085106382979,0.872340425532,0.021276595745,0.021276595745,1.000000000000,0.079166666667,0.045833333333,0.059722222222,0.040340425531
development_116_117,1162845665,12,720,0.137500000000,0.080555555556,0.585858585859,0.033333333333,0.086206896552,0.775862068966,0.103448275862,0.034482758621,1.000000000000,0.075000000000,0.062500000000,0.056944444444,0.078114942529
development_116_117,1162950394,12,720,0.122222222222,0.076388888889,0.625000000000,0.030555555556,0.090909090909,0.836363636364,0.054545454545,0.018181818182,1.000000000000,0.055555555556,0.066666666667,0.045833333333,0.033575757576
development_116_117,1163055123,12,720,0.098611111111,0.062500000000,0.633802816901,0.026388888889,0.066666666667,0.777777777778,0.066666666667,0.088888888889,1.000000000000,0.059722222222,0.038888888889,0.036111111111,0.090888888889
development_116_117,1163159852,12,720,0.115277777778,0.077777777778,0.674698795181,0.040277777778,0.125000000000,0.821428571429,0.017857142857,0.035714285714,1.000000000000,0.058333333333,0.056944444444,0.037500000000,0.021666666666
118,1180000001,20,1200,0.116666666667,0.068333333333,0.585714285714,0.028333333333,0.060975609756,0.890243902439,0.036585365854,0.012195121951,1.000000000000,0.069166666667,0.047500000000,0.048333333333,0.126894212729
118,1180130364,20,1200,0.113333333333,0.059166666667,0.522058823529,0.025000000000,0.028169014085,0.830985915493,0.070422535211,0.070422535211,1.000000000000,0.069166666667,0.044166666667,0.054166666667,0.159700808400
118,1180260727,20,1200,0.120000000000,0.066666666667,0.555555555556,0.029166666667,0.075000000000,0.800000000000,0.087500000000,0.037500000000,1.000000000000,0.067500000000,0.052500000000,0.053333333333,0.117603550296
118,1180391090,20,1200,0.104166666667,0.061666666667,0.592000000000,0.030000000000,0.013513513514,0.851351351351,0.040540540541,0.094594594595,1.000000000000,0.059166666667,0.045000000000,0.042500000000,0.174356308971
118,1180521453,20,1200,0.102500000000,0.060833333333,0.593495934959,0.027500000000,0.027397260274,0.780821917808,0.068493150685,0.123287671233,1.000000000000,0.056666666667,0.045833333333,0.041666666667,0.184384372214
118,1180651816,20,1200,0.115000000000,0.068333333333,0.594202898551,0.029166666667,0.085365853659,0.804878048780,0.036585365854,0.073170731707,1.000000000000,0.067500000000,0.047500000000,0.046666666667,0.102503968826
118,1180782179,20,1200,0.106666666667,0.062500000000,0.585937500000,0.021666666667,0.066666666667,0.800000000000,0.040000000000,0.093333333333,1.000000000000,0.060000000000,0.046666666667,0.044166666667,0.125936883629
118,1180912542,20,1200,0.095833333333,0.057500000000,0.600000000000,0.024166666667,0.014492753623,0.913043478261,0.043478260870,0.028985507246,1.000000000000,0.050000000000,0.045833333333,0.038333333333,0.173377068862
118,1181042905,20,1200,0.118333333333,0.076666666667,0.647887323944,0.032500000000,0.097826086957,0.793478260870,0.054347826087,0.054347826087,1.000000000000,0.060000000000,0.058333333333,0.041666666667,0.101299202470
118,1181173268,20,1200,0.109166666667,0.066666666667,0.610687022901,0.025833333333,0.062500000000,0.850000000000,0.062500000000,0.025000000000,1.000000000000,0.057500000000,0.051666666667,0.042500000000,0.125369822485
118,1181303631,20,1200,0.100833333333,0.055833333333,0.553719008264,0.023333333333,0.044776119403,0.880597014925,0.029850746269,0.044776119403,1.000000000000,0.053333333333,0.047500000000,0.045000000000,0.143093703082
118,1181433994,20,1200,0.092500000000,0.055833333333,0.603603603604,0.025000000000,0.149253731343,0.731343283582,0.074626865672,0.044776119403,1.000000000000,0.057500000000,0.035000000000,0.036666666667,0.112006535371
118,1181564357,20,1200,0.097500000000,0.060000000000,0.615384615385,0.028333333333,0.069444444444,0.805555555556,0.041666666667,0.083333333333,1.000000000000,0.050833333333,0.046666666667,0.037500000000,0.118425378041
118,1181694720,20,1200,0.088333333333,0.055833333333,0.632075471698,0.022500000000,0.089552238806,0.805970149254,0.044776119403,0.059701492537,1.000000000000,0.049166666667,0.039166666667,0.032500000000,0.098317583679
118,1181825083,20,1200,0.115000000000,0.064166666667,0.557971014493,0.024166666667,0.064935064935,0.805194805195,0.064935064935,0.064935064935,1.000000000000,0.069166666667,0.045833333333,0.050833333333,0.122934757550
118,1181955446,20,1200,0.108333333333,0.061666666667,0.569230769231,0.030000000000,0.081081081081,0.770270270270,0.094594594595,0.054054054054,1.000000000000,0.061666666667,0.046666666667,0.046666666667,0.141252198945
118,1182085809,20,1200,0.116666666667,0.065833333333,0.564285714286,0.025833333333,0.088607594937,0.860759493671,0.037974683544,0.012658227848,1.000000000000,0.070833333333,0.045833333333,0.050833333333,0.099262227548
118,1182216172,20,1200,0.107500000000,0.067500000000,0.627906976744,0.030000000000,0.111111111111,0.765432098765,0.061728395062,0.061728395062,1.000000000000,0.065833333333,0.041666666667,0.040000000000,0.116060340419
118,1182346535,20,1200,0.117500000000,0.067500000000,0.574468085106,0.030000000000,0.111111111111,0.765432098765,0.086419753086,0.037037037037,1.000000000000,0.064166666667,0.053333333333,0.050000000000,0.116060340419
118,1182476898,20,1200,0.102500000000,0.061666666667,0.601626016260,0.028333333333,0.094594594595,0.783783783784,0.067567567568,0.054054054054,1.000000000000,0.055000000000,0.047500000000,0.040833333333,0.114225171918
118,1182607261,20,1200,0.113333333333,0.065833333333,0.580882352941,0.029166666667,0.139240506329,0.721518987342,0.063291139241,0.075949367089,1.000000000000,0.067500000000,0.045833333333,0.047500000000,0.131844056625
118,1182737624,20,1200,0.115000000000,0.071666666667,0.623188405797,0.025833333333,0.104651162791,0.825581395349,0.046511627907,0.023255813953,1.000000000000,0.060000000000,0.055000000000,0.043333333333,0.083218659694
118,1182867987,20,1200,0.091666666667,0.046666666667,0.509090909091,0.020833333333,0.017857142857,0.821428571429,0.089285714286,0.071428571429,1.000000000000,0.054166666667,0.037500000000,0.045000000000,0.170012679628
118,1182998350,20,1200,0.096666666667,0.060833333333,0.629310344828,0.034166666667,0.082191780822,0.821917808219,0.054794520548,0.041095890411,1.000000000000,0.050000000000,0.046666666667,0.035833333333,0.105678041663
118,1183128713,20,1200,0.120833333333,0.064166666667,0.531034482759,0.025833333333,0.064935064935,0.818181818182,0.103896103896,0.012987012987,1.000000000000,0.074166666667,0.046666666667,0.056666666667,0.122934757550
118,1183259076,20,1200,0.110000000000,0.067500000000,0.613636363636,0.032500000000,0.098765432099,0.814814814815,0.012345679012,0.074074074074,1.000000000000,0.064166666667,0.045833333333,0.042500000000,0.089104390386
118,1183389439,20,1200,0.111666666667,0.065000000000,0.582089552239,0.020833333333,0.089743589744,0.794871794872,0.038461538462,0.076923076923,1.000000000000,0.065000000000,0.046666666667,0.046666666667,0.107988165681
118,1183519802,20,1200,0.104166666667,0.050833333333,0.488000000000,0.025000000000,0.131147540984,0.786885245902,0.081967213115,0.000000000000,1.000000000000,0.065000000000,0.039166666667,0.053333333333,0.076050053352
118,1183650165,20,1200,0.098333333333,0.059166666667,0.601694915254,0.026666666667,0.042253521127,0.901408450704,0.028169014085,0.028169014085,1.000000000000,0.050000000000,0.048333333333,0.039166666667,0.145616301358
118,1183780528,20,1200,0.115833333333,0.068333333333,0.589928057554,0.028333333333,0.085365853659,0.804878048780,0.060975609756,0.048780487805,1.000000000000,0.061666666667,0.054166666667,0.047500000000,0.102503968826
