cohortId,cohortRole,congresses,section,metricId,category,numerator,denominator,value,unit,definition
116,development_component,116,amendment_actions,amendment_offer_evidence_bill_rate,mixed_special_rule_and_suspension,1,17,0.058823529412,proportion,Bills with matched amendment-offer actions divided by bills in the path.
116,development_component,116,amendment_actions,amendment_disposition_evidence_bill_count,mixed_special_rule_and_suspension,9,,9,bills,Bills with at least one matched direct House floor amendment-disposition action.
116,development_component,116,amendment_actions,amendment_disposition_evidence_bill_rate,mixed_special_rule_and_suspension,9,17,0.529411764706,proportion,Bills with matched amendment-disposition actions divided by bills in the path.
116,development_component,116,amendment_actions,amendment_offer_action_count,mixed_special_rule_and_suspension,1,,1,actions,Matched direct House floor amendment-offer actions.
116,development_component,116,amendment_actions,amendment_disposition_action_count,mixed_special_rule_and_suspension,66,,66,actions,Matched direct House floor amendment-disposition actions.
116,development_component,116,floor_routes,floor_path_count,other_detected_floor_path,48,,48,bills,Floor-considered H.R. measures in the mutually exclusive source path.
116,development_component,116,floor_routes,floor_path_share,other_detected_floor_path,48,778,0.061696658098,proportion,Path count divided by floor-considered H.R. measures.
116,development_component,116,amendment_actions,amendment_offer_evidence_bill_count,other_detected_floor_path,0,,0,bills,Bills with at least one matched direct House floor amendment-offer action.
116,development_component,116,amendment_actions,amendment_offer_evidence_bill_rate,other_detected_floor_path,0,48,0.000000000000,proportion,Bills with matched amendment-offer actions divided by bills in the path.
116,development_component,116,amendment_actions,amendment_disposition_evidence_bill_count,other_detected_floor_path,1,,1,bills,Bills with at least one matched direct House floor amendment-disposition action.
116,development_component,116,amendment_actions,amendment_disposition_evidence_bill_rate,other_detected_floor_path,1,48,0.020833333333,proportion,Bills with matched amendment-disposition actions divided by bills in the path.
116,development_component,116,amendment_actions,amendment_offer_action_count,other_detected_floor_path,0,,0,actions,Matched direct House floor amendment-offer actions.
116,development_component,116,amendment_actions,amendment_disposition_action_count,other_detected_floor_path,1,,1,actions,Matched direct House floor amendment-disposition actions.
116,development_component,116,timing,interval_observed_count,introduction_to_referral,9041,,9041,intervals,"Nonmissing, nonnegative introduction to referral intervals."
116,development_component,116,timing,interval_p50_days,introduction_to_referral,9041,,0,days,Nearest-rank 50th percentile for introduction to referral among observed intervals.
116,development_component,116,timing,interval_p90_days,introduction_to_referral,9041,,0,days,Nearest-rank 90th percentile for introduction to referral among observed intervals.
116,development_component,116,timing,interval_observed_count,referral_to_committee_advance,932,,932,intervals,"Nonmissing, nonnegative referral to committee advance intervals."
116,development_component,116,timing,interval_p50_days,referral_to_committee_advance,932,,78,days,Nearest-rank 50th percentile for referral to committee advance among observed intervals.
116,development_component,116,timing,interval_p90_days,referral_to_committee_advance,932,,371,days,Nearest-rank 90th percentile for referral to committee advance among observed intervals.
116,development_component,116,timing,interval_observed_count,committee_advance_to_floor,547,,547,intervals,"Nonmissing, nonnegative committee advance to floor intervals."
116,development_component,116,timing,interval_p50_days,committee_advance_to_floor,547,,60,days,Nearest-rank 50th percentile for committee advance to floor among observed intervals.
116,development_component,116,timing,interval_p90_days,committee_advance_to_floor,547,,208,days,Nearest-rank 90th percentile for committee advance to floor among observed intervals.
116,development_component,116,timing,interval_observed_count,introduction_to_floor,778,,778,intervals,"Nonmissing, nonnegative introduction to floor intervals."
116,development_component,116,timing,interval_p50_days,introduction_to_floor,778,,126,days,Nearest-rank 50th percentile for introduction to floor among observed intervals.
116,development_component,116,timing,interval_p90_days,introduction_to_floor,778,,419,days,Nearest-rank 90th percentile for introduction to floor among observed intervals.
116,development_component,116,special_rules,survey_grant_count,,115,,115,grants,Literal Table 1a rule-to-measure rows.
116,development_component,116,special_rules,adopted_survey_grant_count,,115,,115,grants,Literal Table 1a grant rows whose H. Res. passed the House.
116,development_component,116,special_rules,survey_unique_resolution_count,,69,,69,resolutions,Unique H. Res. identifiers in literal Table 1a.
116,development_component,116,special_rules,adopted_unique_resolution_count,,69,,69,resolutions,Unique Table 1a H. Res. identifiers that passed the House.
116,development_component,116,special_rules,survey_unique_hr_measure_count,,88,,88,bills,Unique H.R. measures in literal Table 1a.
116,development_component,116,special_rules,adopted_unique_hr_measure_count,,88,,88,bills,Unique H.R. measures linked to an adopted Table 1a rule.
116,development_component,116,special_rules,survey_grant_category_count,open,0,,0,grants,Literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,adopted_grant_category_count,open,0,,0,grants,Adopted literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,survey_unique_resolution_category_presence_count,open,0,,0,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,adopted_unique_resolution_category_presence_count,open,0,,0,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,survey_unique_hr_measure_category_presence_count,open,0,,0,bills,Unique Table 1a H.R. measures with at least one row in the category.
116,development_component,116,special_rules,adopted_unique_hr_measure_category_presence_count,open,0,,0,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
116,development_component,116,special_rules,survey_grant_category_count,modified_open,0,,0,grants,Literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,adopted_grant_category_count,modified_open,0,,0,grants,Adopted literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,survey_unique_resolution_category_presence_count,modified_open,0,,0,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,adopted_unique_resolution_category_presence_count,modified_open,0,,0,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,survey_unique_hr_measure_category_presence_count,modified_open,0,,0,bills,Unique Table 1a H.R. measures with at least one row in the category.
116,development_component,116,special_rules,adopted_unique_hr_measure_category_presence_count,modified_open,0,,0,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
116,development_component,116,special_rules,survey_grant_category_count,structured,55,,55,grants,Literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,adopted_grant_category_count,structured,55,,55,grants,Adopted literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,survey_unique_resolution_category_presence_count,structured,45,,45,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,adopted_unique_resolution_category_presence_count,structured,45,,45,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,survey_unique_hr_measure_category_presence_count,structured,53,,53,bills,Unique Table 1a H.R. measures with at least one row in the category.
116,development_component,116,special_rules,adopted_unique_hr_measure_category_presence_count,structured,53,,53,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
116,development_component,116,special_rules,survey_grant_category_count,closed,60,,60,grants,Literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,adopted_grant_category_count,closed,60,,60,grants,Adopted literal Table 1a grant rows in the source category.
116,development_component,116,special_rules,survey_unique_resolution_category_presence_count,closed,37,,37,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,adopted_unique_resolution_category_presence_count,closed,37,,37,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
116,development_component,116,special_rules,survey_unique_hr_measure_category_presence_count,closed,35,,35,bills,Unique Table 1a H.R. measures with at least one row in the category.
116,development_component,116,special_rules,adopted_unique_hr_measure_category_presence_count,closed,35,,35,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
116,development_component,116,special_rules,adopted_restrictive_grant_share,,115,115,1.000000000000,proportion,Adopted structured or closed grant rows divided by all adopted Table 1a grant rows.
116,development_component,116,special_rules,adopted_restrictive_hr_measure_share,,88,88,1.000000000000,proportion,Unique H.R. measures with any adopted structured or closed rule divided by unique H.R. measures with an adopted Table 1a rule.
116,development_component,116,special_rules,adopted_mixed_category_resolution_count,,13,,13,resolutions,Adopted resolutions with grant rows in more than one category.
116,development_component,116,special_rules,adopted_mixed_category_hr_measure_count,,0,,0,bills,H.R. measures with adopted grant rows in more than one category.
116,development_component,116,integrity,stage_order_anomaly_count,,70,,70,bills,Rows with at least one non-linear stage-date sequence; affected elapsed intervals are blank.
116,development_component,116,integrity,lifecycle_source_date_anomaly_count,,15,,15,bills,Rows carrying a preserved source-date anomaly from the underlying lifecycle census.
116,development_component,116,integrity,unidentified_floor_path_count,,0,,0,bills,Floor-considered rows without an allowed direct path classification.
116,development_component,116,integrity,mixed_floor_path_count,,17,,17,bills,Rows with both adopted Table 1a special-rule and direct suspension evidence.
116,development_component,116,integrity,direct_rule_link_status_count,no_direct_or_adopted_rule_link,8966,,8966,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
116,development_component,116,integrity,direct_rule_link_status_count,direct_and_adopted_rule_links_match,85,,85,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
116,development_component,116,integrity,direct_rule_link_status_count,direct_actions_include_all_adopted_rule_links,1,,1,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
116,development_component,116,integrity,direct_rule_link_status_count,adopted_survey_rule_without_direct_action_id,2,,2,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
116,development_component,116,integrity,direct_rule_link_status_count,direct_rule_action_without_adopted_table1a_link,8,,8,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
116,development_component,116,integrity,direct_rule_link_status_count,direct_and_adopted_rule_links_differ,0,,0,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
116,development_component,116,integrity,table1a_resolution_disposition_count,adopted,69,,69,resolutions,Unique literal Table 1a resolutions by direct House disposition.
117,development_component,117,population,agenda_hr_count,,9709,,9709,bills,Complete H.R. census rows.
117,development_component,117,lifecycle,stage_introduced_count,,9709,,9709,bills,H.R. measures observed at stage: Introduced.
117,development_component,117,lifecycle,stage_introduced_rate,,9709,9709,1.000000000000,proportion,Introduced count divided by all H.R. rows.
117,development_component,117,lifecycle,stage_referred_count,,9698,,9698,bills,H.R. measures observed at stage: Referred.
117,development_component,117,lifecycle,stage_referred_rate,,9698,9709,0.998867030590,proportion,Referred count divided by all H.R. rows.
117,development_component,117,lifecycle,stage_committee_advanced_count,,956,,956,bills,H.R. measures observed at stage: Committee advanced.
117,development_component,117,lifecycle,stage_committee_advanced_rate,,956,9709,0.098465341436,proportion,Committee advanced count divided by all H.R. rows.
117,development_component,117,lifecycle,stage_calendar_placed_count,,497,,497,bills,H.R. measures observed at stage: Calendar placed.
117,development_component,117,lifecycle,stage_calendar_placed_rate,,497,9709,0.051189617880,proportion,Calendar placed count divided by all H.R. rows.
117,development_component,117,lifecycle,stage_floor_considered_count,,722,,722,bills,H.R. measures observed at stage: Floor considered.
117,development_component,117,lifecycle,stage_floor_considered_rate,,722,9709,0.074363992172,proportion,Floor considered count divided by all H.R. rows.
117,development_component,117,lifecycle,stage_passed_house_count,,719,,719,bills,H.R. measures observed at stage: Passed House.
117,development_component,117,lifecycle,stage_passed_house_rate,,719,9709,0.074055000515,proportion,Passed House count divided by all H.R. rows.
117,development_component,117,lifecycle,stage_enacted_count,,198,,198,bills,H.R. measures observed at stage: Enacted.
117,development_component,117,lifecycle,stage_enacted_rate,,198,9709,0.020393449377,proportion,Enacted count divided by all H.R. rows.
117,development_component,117,transitions,transition_referred_to_committee_advanced_rate,,956,9698,0.098577026191,proportion,"Referred H.R. measures also observed committee-advanced, divided by referred H.R. measures."
117,development_component,117,transitions,transition_committee_advanced_to_floor_rate,,562,956,0.587866108787,proportion,"Committee-advanced H.R. measures also observed floor-considered, divided by committee-advanced H.R. measures."
117,development_component,117,floor_routes,calendar_coverage_among_floor_rate,,329,722,0.455678670360,proportion,"Floor-considered H.R. measures with a direct House, Union, or Private Calendar placement, divided by floor-considered H.R. measures."
117,development_component,117,floor_routes,floor_path_count,adopted_special_rule,86,,86,bills,Floor-considered H.R. measures in the mutually exclusive source path.
117,development_component,117,floor_routes,floor_path_share,adopted_special_rule,86,722,0.119113573407,proportion,Path count divided by floor-considered H.R. measures.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_count,adopted_special_rule,0,,0,bills,Bills with at least one matched direct House floor amendment-offer action.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_rate,adopted_special_rule,0,86,0.000000000000,proportion,Bills with matched amendment-offer actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_count,adopted_special_rule,13,,13,bills,Bills with at least one matched direct House floor amendment-disposition action.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_rate,adopted_special_rule,13,86,0.151162790698,proportion,Bills with matched amendment-disposition actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_offer_action_count,adopted_special_rule,0,,0,actions,Matched direct House floor amendment-offer actions.
117,development_component,117,amendment_actions,amendment_disposition_action_count,adopted_special_rule,57,,57,actions,Matched direct House floor amendment-disposition actions.
117,development_component,117,floor_routes,floor_path_count,suspension,604,,604,bills,Floor-considered H.R. measures in the mutually exclusive source path.
117,development_component,117,floor_routes,floor_path_share,suspension,604,722,0.836565096953,proportion,Path count divided by floor-considered H.R. measures.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_count,suspension,0,,0,bills,Bills with at least one matched direct House floor amendment-offer action.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_rate,suspension,0,604,0.000000000000,proportion,Bills with matched amendment-offer actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_count,suspension,14,,14,bills,Bills with at least one matched direct House floor amendment-disposition action.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_rate,suspension,14,604,0.023178807947,proportion,Bills with matched amendment-disposition actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_offer_action_count,suspension,0,,0,actions,Matched direct House floor amendment-offer actions.
117,development_component,117,amendment_actions,amendment_disposition_action_count,suspension,15,,15,actions,Matched direct House floor amendment-disposition actions.
117,development_component,117,floor_routes,floor_path_count,mixed_special_rule_and_suspension,21,,21,bills,Floor-considered H.R. measures in the mutually exclusive source path.
117,development_component,117,floor_routes,floor_path_share,mixed_special_rule_and_suspension,21,722,0.029085872576,proportion,Path count divided by floor-considered H.R. measures.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_count,mixed_special_rule_and_suspension,1,,1,bills,Bills with at least one matched direct House floor amendment-offer action.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_rate,mixed_special_rule_and_suspension,1,21,0.047619047619,proportion,Bills with matched amendment-offer actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_count,mixed_special_rule_and_suspension,2,,2,bills,Bills with at least one matched direct House floor amendment-disposition action.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_rate,mixed_special_rule_and_suspension,2,21,0.095238095238,proportion,Bills with matched amendment-disposition actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_offer_action_count,mixed_special_rule_and_suspension,1,,1,actions,Matched direct House floor amendment-offer actions.
117,development_component,117,amendment_actions,amendment_disposition_action_count,mixed_special_rule_and_suspension,13,,13,actions,Matched direct House floor amendment-disposition actions.
117,development_component,117,floor_routes,floor_path_count,other_detected_floor_path,11,,11,bills,Floor-considered H.R. measures in the mutually exclusive source path.
117,development_component,117,floor_routes,floor_path_share,other_detected_floor_path,11,722,0.015235457064,proportion,Path count divided by floor-considered H.R. measures.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_count,other_detected_floor_path,0,,0,bills,Bills with at least one matched direct House floor amendment-offer action.
117,development_component,117,amendment_actions,amendment_offer_evidence_bill_rate,other_detected_floor_path,0,11,0.000000000000,proportion,Bills with matched amendment-offer actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_count,other_detected_floor_path,2,,2,bills,Bills with at least one matched direct House floor amendment-disposition action.
117,development_component,117,amendment_actions,amendment_disposition_evidence_bill_rate,other_detected_floor_path,2,11,0.181818181818,proportion,Bills with matched amendment-disposition actions divided by bills in the path.
117,development_component,117,amendment_actions,amendment_offer_action_count,other_detected_floor_path,0,,0,actions,Matched direct House floor amendment-offer actions.
117,development_component,117,amendment_actions,amendment_disposition_action_count,other_detected_floor_path,2,,2,actions,Matched direct House floor amendment-disposition actions.
117,development_component,117,timing,interval_observed_count,introduction_to_referral,9674,,9674,intervals,"Nonmissing, nonnegative introduction to referral intervals."
117,development_component,117,timing,interval_p50_days,introduction_to_referral,9674,,0,days,Nearest-rank 50th percentile for introduction to referral among observed intervals.
117,development_component,117,timing,interval_p90_days,introduction_to_referral,9674,,0,days,Nearest-rank 90th percentile for introduction to referral among observed intervals.
117,development_component,117,timing,interval_observed_count,referral_to_committee_advance,929,,929,intervals,"Nonmissing, nonnegative referral to committee advance intervals."
117,development_component,117,timing,interval_p50_days,referral_to_committee_advance,929,,70,days,Nearest-rank 50th percentile for referral to committee advance among observed intervals.
117,development_component,117,timing,interval_p90_days,referral_to_committee_advance,929,,337,days,Nearest-rank 90th percentile for referral to committee advance among observed intervals.
117,development_component,117,timing,interval_observed_count,committee_advance_to_floor,532,,532,intervals,"Nonmissing, nonnegative committee advance to floor intervals."
117,development_component,117,timing,interval_p50_days,committee_advance_to_floor,532,,69,days,Nearest-rank 50th percentile for committee advance to floor among observed intervals.
117,development_component,117,timing,interval_p90_days,committee_advance_to_floor,532,,231,days,Nearest-rank 90th percentile for committee advance to floor among observed intervals.
117,development_component,117,timing,interval_observed_count,introduction_to_floor,722,,722,intervals,"Nonmissing, nonnegative introduction to floor intervals."
117,development_component,117,timing,interval_p50_days,introduction_to_floor,722,,128,days,Nearest-rank 50th percentile for introduction to floor among observed intervals.
117,development_component,117,timing,interval_p90_days,introduction_to_floor,722,,427,days,Nearest-rank 90th percentile for introduction to floor among observed intervals.
117,development_component,117,special_rules,survey_grant_count,,144,,144,grants,Literal Table 1a rule-to-measure rows.
117,development_component,117,special_rules,adopted_survey_grant_count,,140,,140,grants,Literal Table 1a grant rows whose H. Res. passed the House.
117,development_component,117,special_rules,survey_unique_resolution_count,,69,,69,resolutions,Unique H. Res. identifiers in literal Table 1a.
117,development_component,117,special_rules,adopted_unique_resolution_count,,66,,66,resolutions,Unique Table 1a H. Res. identifiers that passed the House.
117,development_component,117,special_rules,survey_unique_hr_measure_count,,110,,110,bills,Unique H.R. measures in literal Table 1a.
117,development_component,117,special_rules,adopted_unique_hr_measure_count,,110,,110,bills,Unique H.R. measures linked to an adopted Table 1a rule.
117,development_component,117,special_rules,survey_grant_category_count,open,0,,0,grants,Literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,adopted_grant_category_count,open,0,,0,grants,Adopted literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,survey_unique_resolution_category_presence_count,open,0,,0,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,adopted_unique_resolution_category_presence_count,open,0,,0,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,survey_unique_hr_measure_category_presence_count,open,0,,0,bills,Unique Table 1a H.R. measures with at least one row in the category.
117,development_component,117,special_rules,adopted_unique_hr_measure_category_presence_count,open,0,,0,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
117,development_component,117,special_rules,survey_grant_category_count,modified_open,0,,0,grants,Literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,adopted_grant_category_count,modified_open,0,,0,grants,Adopted literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,survey_unique_resolution_category_presence_count,modified_open,0,,0,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,adopted_unique_resolution_category_presence_count,modified_open,0,,0,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,survey_unique_hr_measure_category_presence_count,modified_open,0,,0,bills,Unique Table 1a H.R. measures with at least one row in the category.
117,development_component,117,special_rules,adopted_unique_hr_measure_category_presence_count,modified_open,0,,0,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
117,development_component,117,special_rules,survey_grant_category_count,structured,57,,57,grants,Literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,adopted_grant_category_count,structured,57,,57,grants,Adopted literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,survey_unique_resolution_category_presence_count,structured,35,,35,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,adopted_unique_resolution_category_presence_count,structured,35,,35,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,survey_unique_hr_measure_category_presence_count,structured,57,,57,bills,Unique Table 1a H.R. measures with at least one row in the category.
117,development_component,117,special_rules,adopted_unique_hr_measure_category_presence_count,structured,57,,57,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
117,development_component,117,special_rules,survey_grant_category_count,closed,87,,87,grants,Literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,adopted_grant_category_count,closed,83,,83,grants,Adopted literal Table 1a grant rows in the source category.
117,development_component,117,special_rules,survey_unique_resolution_category_presence_count,closed,54,,54,resolutions,Unique Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,adopted_unique_resolution_category_presence_count,closed,51,,51,resolutions,Unique adopted Table 1a resolutions with at least one row in the category; mixed resolutions contribute to each present category.
117,development_component,117,special_rules,survey_unique_hr_measure_category_presence_count,closed,53,,53,bills,Unique Table 1a H.R. measures with at least one row in the category.
117,development_component,117,special_rules,adopted_unique_hr_measure_category_presence_count,closed,53,,53,bills,Unique H.R. measures with at least one adopted Table 1a rule in the category.
117,development_component,117,special_rules,adopted_restrictive_grant_share,,140,140,1.000000000000,proportion,Adopted structured or closed grant rows divided by all adopted Table 1a grant rows.
117,development_component,117,special_rules,adopted_restrictive_hr_measure_share,,110,110,1.000000000000,proportion,Unique H.R. measures with any adopted structured or closed rule divided by unique H.R. measures with an adopted Table 1a rule.
117,development_component,117,special_rules,adopted_mixed_category_resolution_count,,20,,20,resolutions,Adopted resolutions with grant rows in more than one category.
117,development_component,117,special_rules,adopted_mixed_category_hr_measure_count,,0,,0,bills,H.R. measures with adopted grant rows in more than one category.
117,development_component,117,integrity,stage_order_anomaly_count,,32,,32,bills,Rows with at least one non-linear stage-date sequence; affected elapsed intervals are blank.
117,development_component,117,integrity,lifecycle_source_date_anomaly_count,,2,,2,bills,Rows carrying a preserved source-date anomaly from the underlying lifecycle census.
117,development_component,117,integrity,unidentified_floor_path_count,,0,,0,bills,Floor-considered rows without an allowed direct path classification.
117,development_component,117,integrity,mixed_floor_path_count,,21,,21,bills,Rows with both adopted Table 1a special-rule and direct suspension evidence.
117,development_component,117,integrity,direct_rule_link_status_count,no_direct_or_adopted_rule_link,9417,,9417,bills,Count by conservative direct-rule-use versus adopted-Table-1a linkage status.
