caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,vetoes,overriddenVetoes
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,18000,120.000,6523,43.487,120.000,0.362,1.000,0.632,0.652,0.229,0.237,0.638,0.000,0.000,0.000,0.000,0.249,0.151,0.336,0.250,0.858,0.827,0.474,0.000,0.000,0.000,0.142,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,supermajority-60,Unicameral 60 percent passage,18000,120.000,2745,18.300,120.000,0.153,1.000,0.687,0.691,0.105,0.332,0.848,0.000,0.000,0.000,0.000,0.614,0.039,0.190,0.316,0.845,0.323,0.579,0.000,0.000,0.000,0.155,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass,Default pass unless 2/3 block,18000,120.000,14856,99.040,120.000,0.825,1.000,0.546,0.520,0.450,0.128,0.175,0.000,0.000,0.000,0.424,0.017,0.598,0.589,0.319,0.817,0.983,0.773,0.000,0.000,0.000,0.183,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,18000,120.000,14852,99.013,120.000,0.825,1.000,0.543,0.520,0.448,0.127,0.175,0.000,0.000,0.000,0.423,0.017,0.598,0.589,0.321,0.818,0.980,0.774,0.145,0.737,1.823,0.182,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,18000,120.000,14666,97.773,120.000,0.815,1.000,0.541,0.525,0.441,0.130,0.185,0.000,0.000,0.000,0.429,0.014,0.588,0.588,0.220,0.810,0.996,0.699,0.145,0.737,1.237,0.190,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,18000,120.000,12306,82.040,111.080,0.684,0.926,0.555,0.556,0.379,0.141,0.316,0.074,0.000,0.000,0.405,0.048,0.481,0.572,0.175,0.834,0.977,0.429,0.145,0.737,0.824,0.166,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-lobby-transparency,Default pass + lobby transparency,18000,120.000,14711,98.073,120.000,0.817,1.000,0.542,0.525,0.443,0.130,0.183,0.000,0.000,0.000,0.429,0.016,0.591,0.589,0.222,0.811,0.997,0.696,0.000,0.000,0.000,0.189,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-public-interest-screen,Default pass + public-interest screen,18000,120.000,12007,80.047,98.187,0.667,0.818,0.546,0.560,0.364,0.137,0.333,0.182,0.000,0.000,0.415,0.087,0.467,0.569,0.217,0.822,0.954,0.404,0.000,0.000,0.000,0.178,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-lobby-audit,Default pass + anti-capture audit,18000,120.000,12021,80.140,119.820,0.668,0.999,0.541,0.547,0.361,0.134,0.332,0.002,0.000,0.000,0.429,0.157,0.475,0.577,0.220,0.821,0.986,0.467,0.000,0.000,0.000,0.179,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,18000,120.000,12279,81.860,111.187,0.682,0.927,0.555,0.555,0.379,0.141,0.318,0.073,0.000,0.000,0.402,0.047,0.483,0.576,0.173,0.832,0.977,0.423,0.000,0.000,0.000,0.168,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-informed-guarded,Default pass + informed guarded committee,18000,120.000,4967,33.113,33.213,0.276,0.277,0.618,0.654,0.170,0.252,0.724,0.506,0.217,0.000,0.157,0.409,0.092,0.248,0.298,0.876,0.588,0.579,0.000,0.000,0.000,0.124,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-challenge,Default pass + challenge vouchers,18000,120.000,14590,97.267,120.000,0.811,1.000,0.525,0.507,0.425,0.126,0.189,0.000,0.000,0.250,0.414,0.088,0.552,0.541,0.311,0.820,0.935,0.758,0.000,0.000,0.000,0.180,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,18000,120.000,6512,43.413,44.560,0.362,0.371,0.589,0.666,0.213,0.243,0.638,0.629,0.000,0.000,0.236,0.306,0.127,0.278,0.213,0.840,0.916,0.373,0.000,0.000,0.000,0.160,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-adaptive-track,Default pass + adaptive tracks,18000,120.000,8495,56.633,108.567,0.472,0.905,0.586,0.621,0.277,0.196,0.528,0.093,0.002,0.000,0.198,0.131,0.218,0.367,0.256,0.832,0.900,0.500,0.000,0.000,0.000,0.168,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-sunset-trial,Default pass + sunset trial,18000,120.000,8303,55.353,120.000,0.461,1.000,0.571,0.646,0.264,0.177,0.539,0.000,0.000,0.000,0.318,0.120,0.245,0.424,0.184,0.837,0.969,0.303,0.000,0.000,0.000,0.163,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-earned-credits,Default pass + earned proposal credits,18000,120.000,11136,74.240,89.693,0.619,0.747,0.549,0.543,0.340,0.138,0.381,0.253,0.000,0.000,0.410,0.199,0.421,0.549,0.290,0.825,0.818,0.653,0.000,0.000,0.000,0.175,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,bicameral-majority,Bicameral simple majority,18000,120.000,4450,29.667,120.000,0.247,1.000,0.645,0.662,0.159,0.272,0.753,0.000,0.000,0.000,0.000,0.446,0.084,0.263,0.301,0.841,0.526,0.587,0.000,0.000,0.000,0.159,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,presidential-veto,Bicameral majority + presidential veto,18000,120.000,3016,20.107,120.000,0.168,1.000,0.666,0.678,0.112,0.302,0.832,0.000,0.000,0.000,0.000,0.602,0.051,0.231,0.319,0.843,0.361,0.598,0.000,0.000,0.000,0.157,1263,15
