caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,administrativeFeasibility,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,weakPublicMandatePassage,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,administrativeCost,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes,interChamberConflictRate,secondChamberKillRate,conferenceRate,conferenceSuccessRate,routingDelayCost,shuttleRoundsToAgreement,suspensiveOverrideRate,bicameralDeadlockRate,dischargePetitionRate,committeeOverrideRate,committeeHearingRate,committeeQueueDelay,committeeAmendmentValueAdded,populationSeatDistortion,democraticResponsiveness,seatVoteDistortion,constituencyServiceConcentration,regionalTransferBias,malapportionmentIndex,smallConstituencyVetoRate,populationSupportedButBlockedRate,firstMoverWinRate,amendmentSurvivalRate,mediatorAddedTextShare,upperHouseAmendmentRetentionRate,suspensiveDelayUseRate,committeeAgendaConcentration,committeeCaptureIndex,committeeExpertiseScore,minorityCommitteeAccessRate,committeeFalsePositiveRate,committeeFalseNegativeRate,reportedBillSponsorDiversity,oppositionAmendmentSuccessRate,hearingDiversity,auditFollowThroughRate,scandalDetectionRate,appointmentCaptureRisk,eligibilityExclusionRate,expertiseRepresentationGap,constituencyAccountability,selectorCaptureIndex,legislatorExperienceStock,electoralResponsiveness,turnoverOutsideInfluenceShift,candidatePoolDiversity,contestedSeatRate,vacancyRate,renewalStaggeringIndex,nearTermRenewalShare,recusalRate,conflictDisclosureRate,revolvingDoorTransitionRate,sponsorIndustryAlignment,exAnteReviewRate,reviewDelay,exPostInvalidationRate,draftingErrorRate,referralPartisanSkew,forecastError,publicationCompliance,informationRequestFulfillment,institutionOverrideFrequency,oppositionTrustProxy,independenceInsulationScore,quietCaptureRisk
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,exante-advisory-majority,Ex ante advisory review,4800,60.000,1300,16.250,60.000,0.661,0.573,0.871,0.930,0.271,1.000,0.595,0.659,0.161,0.228,0.729,0.000,0.000,0.000,0.000,0.189,0.449,0.106,0.316,0.211,0.823,0.746,0.383,0.000,0.000,0.000,0.177,0.070,0.000,0.000,0.088,0.154,0.000,0.558,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.179,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.778,0.105,0.192,0.152,0.160,0.292,0.720,0.383,0.001,0.426,0.551,0.506
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,exante-clearance-majority,Mandatory ex ante legal clearance,4800,60.000,1271,15.888,56.938,0.661,0.572,0.872,0.934,0.265,0.949,0.597,0.645,0.158,0.234,0.735,0.051,0.000,0.000,0.000,0.197,0.468,0.103,0.307,0.209,0.822,0.737,0.381,0.000,0.000,0.000,0.178,0.066,0.000,0.000,0.087,0.144,0.000,0.559,0.000,0.000,0.000,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.171,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.440,0.092,0.227,0.197,0.160,0.292,0.720,0.383,0.000,0.426,0.551,0.506
high-party-loyalty,High Party Loyalty,Party pressure is strong.,1.000,independent-insulation-majority,Independent fiscal/electoral/audit insulation bundle,4800,60.000,1285,16.063,60.000,0.661,0.573,0.872,0.930,0.268,1.000,0.593,0.665,0.159,0.234,0.732,0.000,0.000,0.000,0.000,0.202,0.458,0.105,0.316,0.209,0.818,0.740,0.373,0.000,0.000,0.000,0.182,0.070,0.000,0.000,0.089,0.134,0.000,0.556,0.000,0.000,0.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.178,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.744,0.063,0.127,0.120,0.160,0.147,0.840,0.636,0.001,0.728,0.789,0.172
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,simple-majority,Unicameral simple majority,4800,60.000,1020,12.750,60.000,0.651,0.573,0.890,0.930,0.213,1.000,0.581,0.660,0.123,0.242,0.788,0.000,0.000,0.000,0.000,0.140,0.504,0.079,0.299,0.203,0.805,0.635,0.374,0.000,0.000,0.000,0.195,0.070,0.000,0.000,0.078,0.075,0.000,0.577,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.140,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,bicameral-majority,Bicameral simple majority,4800,60.000,584,7.300,60.000,0.641,0.603,0.910,0.930,0.122,1.000,0.605,0.698,0.074,0.292,0.878,0.000,0.000,0.000,0.000,0.077,0.677,0.035,0.214,0.206,0.799,0.383,0.374,0.000,0.000,0.000,0.201,0.070,0.000,0.000,0.066,0.042,0.000,0.621,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.085,0,0,0.132,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,current-system,Stylized U.S.-like conventional benchmark,4800,60.000,160,2.000,14.088,0.653,0.658,0.937,0.984,0.033,0.235,0.653,0.773,0.022,0.388,0.967,0.765,0.000,0.000,0.000,0.006,0.897,0.006,0.129,0.153,0.767,0.147,0.254,0.000,0.000,0.000,0.233,0.016,0.000,0.000,0.036,0.005,0.000,0.710,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.156,0.026,50,1,0.388,0.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,equal-population-unicameral,Equal-population unicameral chamber,4800,60.000,1008,12.600,60.000,0.651,0.573,0.892,0.930,0.210,1.000,0.580,0.661,0.122,0.242,0.790,0.000,0.000,0.000,0.000,0.137,0.514,0.078,0.293,0.202,0.807,0.619,0.370,0.000,0.000,0.000,0.193,0.070,0.000,0.000,0.077,0.067,0.000,0.578,0.000,0.000,0.000,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.139,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.920,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,proportional-house-majority,Proportional lower-house majority,4800,60.000,1050,13.125,60.000,0.651,0.570,0.886,0.930,0.219,1.000,0.581,0.656,0.127,0.237,0.781,0.000,0.000,0.000,0.000,0.159,0.502,0.085,0.316,0.210,0.803,0.638,0.389,0.000,0.000,0.000,0.197,0.070,0.000,0.000,0.079,0.069,0.000,0.573,0.000,0.000,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.144,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.969,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,chamber-incongruence-pr-upper,Bicameral incongruence: district House + PR upper house,4800,60.000,710,8.875,60.000,0.645,0.594,0.908,0.930,0.148,1.000,0.596,0.681,0.088,0.284,0.852,0.000,0.000,0.000,0.000,0.092,0.629,0.046,0.235,0.194,0.802,0.486,0.350,0.000,0.000,0.000,0.198,0.070,0.000,0.000,0.067,0.045,0.000,0.607,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.101,0,0,0.119,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.942,0.014,0.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,malapportioned-upper-chamber,Bicameral malapportioned territorial upper chamber,4800,60.000,707,8.838,60.000,0.644,0.592,0.905,0.930,0.147,1.000,0.597,0.685,0.088,0.273,0.853,0.000,0.000,0.000,0.000,0.106,0.633,0.047,0.247,0.198,0.800,0.457,0.355,0.000,0.000,0.000,0.200,0.070,0.000,0.000,0.067,0.039,0.000,0.606,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.101,0,0,0.125,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.788,0.019,0.850,0.130,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,appointed-upper-chamber,Bicameral mixed appointed upper chamber,4800,60.000,701,8.763,60.000,0.646,0.600,0.910,0.930,0.146,1.000,0.603,0.691,0.088,0.287,0.854,0.000,0.000,0.000,0.000,0.074,0.621,0.043,0.227,0.200,0.805,0.486,0.357,0.000,0.000,0.000,0.195,0.070,0.000,0.000,0.068,0.049,0.000,0.612,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.101,0,0,0.126,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.789,0.044,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,asymmetric-senate-cloture,Bicameral House majority + upper cloture,4800,60.000,341,4.263,60.000,0.639,0.628,0.927,0.930,0.071,1.000,0.632,0.718,0.045,0.333,0.929,0.000,0.000,0.000,0.000,0.032,0.802,0.016,0.171,0.192,0.804,0.231,0.340,0.000,0.000,0.000,0.196,0.070,0.000,0.000,0.052,0.016,0.000,0.653,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.051,0,0,0.126,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.019,0.771,0.090,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,conference-malapportioned-upper,Bicameral malapportioned upper chamber + conference,4800,60.000,1065,13.313,60.000,0.648,0.576,0.889,0.908,0.222,1.000,0.580,0.656,0.129,0.260,0.778,0.000,0.000,0.000,0.012,0.112,0.469,0.076,0.283,0.216,0.795,0.627,0.408,0.000,0.000,0.000,0.205,0.092,0.159,0.024,0.077,0.089,0.000,0.587,0.000,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.146,0,0,0.119,0.050,0.159,0.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.791,0.019,0.850,0.116,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,house-origin-routing,House-origin-only bicameral routing,4800,60.000,818,10.225,60.000,0.646,0.589,0.904,0.923,0.170,1.000,0.589,0.680,0.100,0.272,0.830,0.000,0.000,0.000,0.005,0.087,0.571,0.054,0.252,0.200,0.795,0.543,0.363,0.000,0.000,0.000,0.205,0.077,0.050,0.006,0.067,0.055,0.000,0.606,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.116,0,0,0.287,0.287,0.050,0.611,0.149,0.000,0.000,4.223,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.019,0.771,0.090,0.090,0.830,0.286,0.170,0.030,0.002,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,senate-origin-routing,Senate-origin-only bicameral routing,4800,60.000,842,10.525,60.000,0.645,0.584,0.900,0.922,0.175,1.000,0.592,0.676,0.104,0.259,0.825,0.000,0.000,0.000,0.001,0.103,0.567,0.059,0.273,0.207,0.795,0.530,0.381,0.000,0.000,0.000,0.205,0.078,0.058,0.008,0.071,0.049,0.000,0.600,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.119,0,0,0.290,0.290,0.058,0.404,0.141,0.000,0.000,3.850,0.000,0.000,0.000,0.000,0.000,0.104,0.794,0.019,0.850,0.104,0.104,0.000,0.285,0.175,0.023,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,emergency-lower-fast-routing,Emergency lower-house fast path,4800,60.000,757,9.463,60.000,0.646,0.590,0.906,0.930,0.158,1.000,0.591,0.686,0.093,0.273,0.842,0.000,0.000,0.000,0.000,0.100,0.607,0.050,0.241,0.199,0.797,0.512,0.363,0.000,0.000,0.000,0.203,0.070,0.000,0.000,0.065,0.034,0.000,0.604,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.108,0,0,0.257,0.257,0.000,0.000,0.132,0.000,0.051,4.242,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.019,0.771,0.090,0.090,0.842,0.298,0.158,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,proposer-chamber-origin-routing,Proposer-chamber origin routing,4800,60.000,931,11.638,60.000,0.648,0.582,0.894,0.921,0.194,1.000,0.588,0.667,0.114,0.260,0.806,0.000,0.000,0.000,0.024,0.101,0.518,0.063,0.262,0.206,0.801,0.583,0.389,0.000,0.000,0.000,0.199,0.079,0.063,0.010,0.074,0.080,0.000,0.597,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.129,0,0,0.333,0.333,0.063,0.750,0.156,2.484,0.000,3.657,0.000,0.000,0.000,0.000,0.000,0.000,0.826,0.043,0.700,0.000,0.000,0.329,0.269,0.194,0.047,0.002,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,leadership-routed-origin,Leadership-routed chamber origin,4800,60.000,699,8.738,60.000,0.645,0.595,0.908,0.930,0.146,1.000,0.599,0.689,0.087,0.275,0.854,0.000,0.000,0.000,0.000,0.082,0.627,0.046,0.242,0.201,0.802,0.454,0.363,0.000,0.000,0.000,0.198,0.070,0.000,0.000,0.066,0.045,0.000,0.612,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.100,0,0,0.290,0.290,0.000,0.000,0.120,0.000,0.000,4.168,0.000,0.000,0.000,0.000,0.000,0.095,0.835,0.019,0.792,0.095,0.095,0.575,0.306,0.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",1.000,principles-resolution-routing,Principles resolution before second-chamber drafting,4800,60.000,902,11.275,60.000,0.647,0.582,0.898,0.922,0.188,1.000,0.588,0.661,0.110,0.265,0.812,0.000,0.000,0.000,0.008,0.098,0.557,0.059,0.253,0.207,0.805,0.572,0.384,0.000,0.000,0.000,0.195,0.078,0.060,0.009,0.078,0.077,0.000,0.590,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.124,0,0,0.280,0.280,0.060,0.547,0.147,0.000,0.000,3.773,0.000,0.000,0.000,0.000,0.000,0.000,0.942,0.014,0.482,0.000,0.000,0.000,0.283,0.188,0.033,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
