caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2826,18.840,60.000,0.314,1.000,0.599,0.574,0.188,0.200,0.686,0.000,0.000,0.881,0.058,0.414,0.133,0.341,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2833,18.887,60.000,0.315,1.000,0.596,0.573,0.188,0.197,0.685,0.000,0.000,0.874,0.068,0.417,0.133,0.338,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2838,18.920,60.000,0.315,1.000,0.597,0.574,0.188,0.201,0.685,0.000,0.000,0.859,0.074,0.420,0.127,0.321,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,simple-majority,Unicameral simple majority,9000,60.000,2305,15.367,60.000,0.256,1.000,0.596,0.606,0.153,0.209,0.744,0.000,0.000,0.000,0.000,0.473,0.106,0.336,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,supermajority-60,Unicameral 60 percent passage,9000,60.000,682,4.547,60.000,0.076,1.000,0.664,0.691,0.050,0.349,0.924,0.000,0.000,0.000,0.000,0.790,0.016,0.148,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass,Default pass unless 2/3 block,9000,60.000,7577,50.513,60.000,0.842,1.000,0.532,0.480,0.448,0.090,0.158,0.000,0.000,0.000,0.453,0.025,0.696,0.695,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1755,11.700,11.800,0.195,0.197,0.583,0.628,0.114,0.222,0.805,0.560,0.243,0.000,0.222,0.571,0.064,0.244,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5162,34.413,60.000,0.574,1.000,0.524,0.500,0.301,0.113,0.426,0.000,0.000,0.500,0.388,0.277,0.392,0.562,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2002,13.347,13.393,0.222,0.223,0.583,0.640,0.130,0.238,0.778,0.777,0.000,0.000,0.190,0.544,0.072,0.250,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,587,3.913,3.913,0.065,0.065,0.637,0.729,0.042,0.373,0.935,0.935,0.000,0.000,0.051,0.825,0.014,0.123,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1647,10.980,13.413,0.183,0.224,0.602,0.651,0.110,0.263,0.817,0.776,0.000,0.149,0.039,0.598,0.054,0.226,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4176,27.840,58.147,0.464,0.969,0.559,0.566,0.259,0.143,0.536,0.031,0.000,0.000,0.286,0.165,0.246,0.423,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4776,31.840,58.147,0.531,0.969,0.544,0.545,0.289,0.131,0.469,0.031,0.000,0.483,0.344,0.142,0.303,0.462,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4743,31.620,60.000,0.527,1.000,0.550,0.570,0.290,0.125,0.473,0.000,0.000,0.000,0.384,0.058,0.322,0.495,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,3592,23.947,60.000,0.399,1.000,0.551,0.578,0.220,0.147,0.601,0.000,0.000,0.500,0.303,0.285,0.207,0.413,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6649,44.327,52.673,0.739,0.878,0.535,0.487,0.395,0.096,0.261,0.122,0.000,0.000,0.440,0.111,0.591,0.665,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,3968,26.453,51.827,0.441,0.864,0.536,0.525,0.236,0.133,0.559,0.136,0.000,0.500,0.332,0.373,0.269,0.494,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7869,52.460,60.000,0.874,1.000,0.508,0.461,0.444,0.084,0.126,0.000,0.000,0.150,0.471,0.085,0.680,0.640,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6707,44.713,60.000,0.745,1.000,0.513,0.475,0.382,0.093,0.255,0.000,0.000,0.300,0.446,0.166,0.555,0.614,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3286,21.907,60.000,0.365,1.000,0.555,0.558,0.203,0.167,0.635,0.000,0.000,0.745,0.240,0.406,0.186,0.413,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2595,17.300,60.000,0.288,1.000,0.580,0.591,0.167,0.204,0.712,0.000,0.000,0.872,0.088,0.460,0.115,0.318,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5285,35.233,60.000,0.587,1.000,0.524,0.496,0.308,0.110,0.413,0.000,0.000,0.500,0.383,0.260,0.412,0.577,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5232,34.880,60.000,0.581,1.000,0.524,0.497,0.305,0.111,0.419,0.000,0.000,0.500,0.392,0.274,0.404,0.572,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5122,34.147,60.000,0.569,1.000,0.525,0.501,0.299,0.117,0.431,0.000,0.000,0.500,0.391,0.279,0.376,0.543,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5097,33.980,60.000,0.566,1.000,0.525,0.504,0.297,0.118,0.434,0.000,0.000,0.499,0.392,0.274,0.362,0.529,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2477,16.513,60.000,0.275,1.000,0.585,0.598,0.161,0.210,0.725,0.000,0.000,0.879,0.076,0.471,0.105,0.301,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2453,16.353,60.000,0.273,1.000,0.585,0.599,0.159,0.211,0.727,0.000,0.000,0.885,0.073,0.476,0.102,0.296,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2404,16.027,60.000,0.267,1.000,0.586,0.597,0.157,0.212,0.733,0.000,0.000,0.888,0.073,0.488,0.100,0.296,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2399,15.993,60.000,0.267,1.000,0.584,0.597,0.156,0.213,0.733,0.000,0.000,0.889,0.070,0.482,0.102,0.304,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2493,16.620,60.000,0.277,1.000,0.583,0.597,0.162,0.210,0.723,0.000,0.000,0.878,0.079,0.472,0.104,0.295,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2483,16.553,60.000,0.276,1.000,0.581,0.593,0.160,0.207,0.724,0.000,0.000,0.873,0.085,0.477,0.104,0.297,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2117,14.113,60.000,0.235,1.000,0.597,0.567,0.140,0.204,0.765,0.000,0.000,0.000,0.000,0.501,0.101,0.350,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,684,4.560,60.000,0.076,1.000,0.673,0.632,0.051,0.320,0.924,0.000,0.000,0.000,0.000,0.790,0.017,0.169,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7508,50.053,60.000,0.834,1.000,0.530,0.458,0.442,0.091,0.166,0.000,0.000,0.000,0.459,0.036,0.698,0.701,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1690,11.267,11.360,0.188,0.189,0.595,0.582,0.112,0.217,0.812,0.581,0.230,0.000,0.211,0.566,0.063,0.253,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5169,34.460,60.000,0.574,1.000,0.518,0.474,0.298,0.113,0.426,0.000,0.000,0.500,0.414,0.277,0.392,0.565,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1539,10.260,10.433,0.171,0.174,0.575,0.646,0.098,0.259,0.829,0.826,0.000,0.000,0.270,0.595,0.048,0.212,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,373,2.487,2.500,0.041,0.042,0.624,0.743,0.026,0.386,0.959,0.958,0.000,0.000,0.099,0.871,0.008,0.102,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1221,8.140,10.440,0.136,0.174,0.599,0.648,0.081,0.281,0.864,0.826,0.000,0.112,0.110,0.657,0.035,0.192,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3514,23.427,53.180,0.390,0.886,0.558,0.563,0.218,0.155,0.610,0.111,0.002,0.000,0.261,0.233,0.196,0.411,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4055,27.033,52.980,0.451,0.883,0.540,0.540,0.243,0.145,0.549,0.115,0.002,0.483,0.346,0.218,0.235,0.426,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3476,23.173,60.000,0.386,1.000,0.542,0.592,0.209,0.132,0.614,0.000,0.000,0.000,0.415,0.193,0.227,0.480,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,2741,18.273,60.000,0.305,1.000,0.536,0.595,0.163,0.153,0.695,0.000,0.000,0.500,0.356,0.375,0.149,0.393,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6197,41.313,49.513,0.689,0.825,0.530,0.473,0.365,0.096,0.311,0.175,0.000,0.000,0.462,0.154,0.546,0.660,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,3517,23.447,48.947,0.391,0.816,0.530,0.509,0.207,0.139,0.609,0.184,0.000,0.500,0.350,0.425,0.224,0.466,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7838,52.253,60.000,0.871,1.000,0.503,0.443,0.438,0.086,0.129,0.000,0.000,0.150,0.479,0.084,0.679,0.641,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6715,44.767,60.000,0.746,1.000,0.508,0.453,0.379,0.095,0.254,0.000,0.000,0.300,0.461,0.160,0.559,0.615,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3295,21.967,60.000,0.366,1.000,0.544,0.522,0.199,0.159,0.634,0.000,0.000,0.746,0.276,0.409,0.189,0.426,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2444,16.293,60.000,0.272,1.000,0.576,0.559,0.156,0.201,0.728,0.000,0.000,0.878,0.128,0.472,0.106,0.318,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5244,34.960,60.000,0.583,1.000,0.518,0.469,0.302,0.106,0.417,0.000,0.000,0.500,0.406,0.271,0.416,0.590,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5242,34.947,60.000,0.582,1.000,0.518,0.472,0.302,0.109,0.418,0.000,0.000,0.500,0.403,0.274,0.408,0.579,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5131,34.207,60.000,0.570,1.000,0.519,0.475,0.296,0.115,0.430,0.000,0.000,0.500,0.414,0.283,0.384,0.557,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5125,34.167,60.000,0.569,1.000,0.518,0.481,0.295,0.118,0.431,0.000,0.000,0.500,0.413,0.269,0.366,0.532,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2340,15.600,60.000,0.260,1.000,0.575,0.561,0.150,0.204,0.740,0.000,0.000,0.886,0.120,0.490,0.099,0.309,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2353,15.687,60.000,0.261,1.000,0.576,0.558,0.151,0.202,0.739,0.000,0.000,0.893,0.108,0.495,0.102,0.319,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2356,15.707,60.000,0.262,1.000,0.579,0.559,0.152,0.201,0.738,0.000,0.000,0.900,0.090,0.486,0.104,0.323,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2345,15.633,60.000,0.261,1.000,0.578,0.556,0.151,0.205,0.739,0.000,0.000,0.891,0.110,0.489,0.101,0.312,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2407,16.047,60.000,0.267,1.000,0.574,0.557,0.154,0.202,0.733,0.000,0.000,0.883,0.124,0.491,0.102,0.306,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2405,16.033,60.000,0.267,1.000,0.576,0.558,0.154,0.204,0.733,0.000,0.000,0.875,0.129,0.483,0.102,0.309,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority,Unicameral simple majority,9000,60.000,1921,12.807,60.000,0.213,1.000,0.578,0.590,0.123,0.215,0.787,0.000,0.000,0.000,0.000,0.583,0.078,0.294,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,supermajority-60,Unicameral 60 percent passage,9000,60.000,384,2.560,60.000,0.043,1.000,0.642,0.679,0.027,0.342,0.957,0.000,0.000,0.000,0.000,0.886,0.008,0.138,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass,Default pass unless 2/3 block,9000,60.000,7790,51.933,60.000,0.866,1.000,0.527,0.459,0.456,0.090,0.134,0.000,0.000,0.000,0.458,0.043,0.699,0.676,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1649,10.993,11.053,0.183,0.184,0.567,0.606,0.104,0.214,0.817,0.565,0.251,0.000,0.249,0.602,0.058,0.239,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5048,33.653,60.000,0.561,1.000,0.519,0.476,0.291,0.115,0.439,0.000,0.000,0.500,0.394,0.325,0.366,0.536,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1108,7.387,7.393,0.123,0.123,0.569,0.671,0.070,0.280,0.877,0.877,0.000,0.000,0.186,0.727,0.030,0.171,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,78,0.520,0.520,0.009,0.009,0.609,0.811,0.005,0.457,0.991,0.991,0.000,0.000,0.038,0.974,0.001,0.076,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,941,6.273,7.440,0.105,0.124,0.583,0.676,0.061,0.302,0.895,0.876,0.000,0.069,0.064,0.755,0.022,0.150,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3788,25.253,55.713,0.421,0.929,0.547,0.560,0.230,0.149,0.579,0.070,0.001,0.000,0.281,0.236,0.210,0.401,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4417,29.447,55.560,0.491,0.926,0.533,0.533,0.261,0.137,0.509,0.073,0.001,0.480,0.363,0.213,0.256,0.421,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4013,26.753,60.000,0.446,1.000,0.539,0.579,0.240,0.124,0.554,0.000,0.000,0.000,0.400,0.131,0.258,0.472,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,2946,19.640,60.000,0.327,1.000,0.536,0.585,0.176,0.151,0.673,0.000,0.000,0.500,0.328,0.364,0.156,0.379,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6641,44.273,50.960,0.738,0.849,0.529,0.469,0.390,0.093,0.262,0.151,0.000,0.000,0.453,0.142,0.582,0.656,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,3587,23.913,50.233,0.399,0.837,0.527,0.507,0.210,0.134,0.601,0.163,0.000,0.500,0.348,0.455,0.233,0.475,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7819,52.127,60.000,0.869,1.000,0.509,0.449,0.443,0.086,0.131,0.000,0.000,0.150,0.463,0.090,0.660,0.623,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6618,44.120,60.000,0.735,1.000,0.513,0.458,0.378,0.095,0.265,0.000,0.000,0.300,0.442,0.182,0.538,0.601,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3158,21.053,60.000,0.351,1.000,0.539,0.529,0.189,0.163,0.649,0.000,0.000,0.742,0.271,0.471,0.166,0.389,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2312,15.413,60.000,0.257,1.000,0.560,0.569,0.144,0.203,0.743,0.000,0.000,0.875,0.126,0.547,0.093,0.295,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5141,34.273,60.000,0.571,1.000,0.520,0.471,0.297,0.111,0.429,0.000,0.000,0.500,0.395,0.316,0.392,0.561,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5064,33.760,60.000,0.563,1.000,0.520,0.472,0.293,0.113,0.437,0.000,0.000,0.500,0.400,0.328,0.377,0.548,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5031,33.540,60.000,0.559,1.000,0.520,0.480,0.291,0.118,0.441,0.000,0.000,0.500,0.400,0.317,0.355,0.522,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5030,33.533,60.000,0.559,1.000,0.518,0.485,0.290,0.120,0.441,0.000,0.000,0.498,0.403,0.307,0.337,0.496,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2197,14.647,60.000,0.244,1.000,0.563,0.569,0.137,0.209,0.756,0.000,0.000,0.884,0.104,0.577,0.085,0.282,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2181,14.540,60.000,0.242,1.000,0.565,0.571,0.137,0.209,0.758,0.000,0.000,0.891,0.096,0.573,0.085,0.281,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2217,14.780,60.000,0.246,1.000,0.563,0.571,0.139,0.205,0.754,0.000,0.000,0.891,0.100,0.565,0.089,0.292,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2206,14.707,60.000,0.245,1.000,0.562,0.571,0.138,0.209,0.755,0.000,0.000,0.888,0.093,0.565,0.086,0.283,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2205,14.700,60.000,0.245,1.000,0.563,0.573,0.138,0.213,0.755,0.000,0.000,0.878,0.106,0.565,0.083,0.272,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2224,14.827,60.000,0.247,1.000,0.562,0.572,0.139,0.209,0.753,0.000,0.000,0.875,0.119,0.570,0.083,0.272,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority,Unicameral simple majority,9000,60.000,2207,14.713,60.000,0.245,1.000,0.598,0.592,0.147,0.209,0.755,0.000,0.000,0.000,0.000,0.486,0.099,0.323,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,705,4.700,60.000,0.078,1.000,0.667,0.667,0.052,0.337,0.922,0.000,0.000,0.000,0.000,0.775,0.017,0.165,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7563,50.420,60.000,0.840,1.000,0.532,0.468,0.447,0.090,0.160,0.000,0.000,0.000,0.454,0.027,0.702,0.699,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1721,11.473,11.567,0.191,0.193,0.589,0.614,0.113,0.220,0.809,0.570,0.237,0.000,0.208,0.558,0.062,0.245,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,6533,43.553,60.000,0.726,1.000,0.515,0.463,0.374,0.094,0.274,0.000,0.000,0.333,0.439,0.177,0.543,0.616,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,918,6.120,6.133,0.102,0.102,0.619,0.678,0.063,0.330,0.898,0.898,0.000,0.000,0.108,0.751,0.023,0.151,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,248,1.653,1.653,0.028,0.028,0.670,0.764,0.018,0.475,0.972,0.972,0.000,0.000,0.028,0.918,0.004,0.065,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,855,5.700,6.193,0.095,0.103,0.630,0.685,0.060,0.338,0.905,0.897,0.000,0.057,0.034,0.757,0.020,0.147,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3809,25.393,55.673,0.423,0.928,0.563,0.564,0.238,0.149,0.577,0.072,0.000,0.000,0.260,0.204,0.220,0.415,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,5629,37.527,55.053,0.625,0.918,0.527,0.502,0.329,0.111,0.375,0.082,0.000,0.333,0.406,0.133,0.402,0.523,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4038,26.920,60.000,0.449,1.000,0.552,0.578,0.248,0.128,0.551,0.000,0.000,0.000,0.378,0.115,0.267,0.480,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,3554,23.693,60.000,0.395,1.000,0.548,0.577,0.216,0.135,0.605,0.000,0.000,0.333,0.345,0.235,0.218,0.440,0,0
