family,directionalScore,scenario,totalBills,enactedBills,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,weakPublicMandatePassage,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,administrativeCost,administrativeFeasibility,amendmentRate,amendmentMovement,falseNegativePassRate,publicWillReviewRate,proposerAccessGini,welfarePerSubmittedBill,enactedPolicyQuality,policyYield,blockageReliance,publicMandateLegitimacy,vetoes,overriddenVetoes,interChamberConflictRate,secondChamberKillRate,conferenceRate,conferenceSuccessRate,routingDelayCost,shuttleRoundsToAgreement,suspensiveOverrideRate,bicameralDeadlockRate,dischargePetitionRate,committeeOverrideRate,committeeHearingRate,committeeQueueDelay,committeeAmendmentValueAdded,populationSeatDistortion,democraticResponsiveness,seatVoteDistortion,constituencyServiceConcentration,regionalTransferBias,malapportionmentIndex,smallConstituencyVetoRate,populationSupportedButBlockedRate,firstMoverWinRate,amendmentSurvivalRate,mediatorAddedTextShare,upperHouseAmendmentRetentionRate,suspensiveDelayUseRate,committeeAgendaConcentration,committeeCaptureIndex,committeeExpertiseScore,minorityCommitteeAccessRate,committeeFalsePositiveRate,committeeFalseNegativeRate,reportedBillSponsorDiversity,oppositionAmendmentSuccessRate,hearingDiversity,auditFollowThroughRate,scandalDetectionRate,appointmentCaptureRisk,eligibilityExclusionRate,expertiseRepresentationGap,constituencyAccountability,selectorCaptureIndex,legislatorExperienceStock,electoralResponsiveness,turnoverOutsideInfluenceShift,candidatePoolDiversity,contestedSeatRate,vacancyRate,renewalStaggeringIndex,nearTermRenewalShare,recusalRate,conflictDisclosureRate,revolvingDoorTransitionRate,sponsorIndustryAlignment,exAnteReviewRate,reviewDelay,exPostInvalidationRate,draftingErrorRate,referralPartisanSkew,forecastError,publicationCompliance,informationRequestFulfillment,institutionOverrideFrequency,oppositionTrustProxy,independenceInsulationScore,quietCaptureRisk,districtPreferenceVariance,turnoutSkewIndex,affectedGroupRepresentationGap,constituentAttentionIndex,publicWillPolarization,strategyLearningPressure,strategicTimingDelayRate,riskySubmissionRate,ruleLearningGain,strategyModerationRate,adaptiveCoalitionSeekingRate,packageDealDepth,sidePaymentLoad,omnibusComplexity,jurisdictionalTradeRate,distributiveBargainShare,multidimensionalCompromiseGain,shadowLobbyingShare,campaignFinanceCaptureIndex,watchdogDetectionRate,enforcementDeterrence,publicMatchingOffset,influenceSystemResilience,courtIndependenceScore,courtConstraintIndex,shadowDocketUseRate,emergencyOrderExpirationRate,signedOpinionDisclosureRate,constitutionalInvalidationRate,courtReviewPressure,citizenAgendaPetitionRate,petitionMandateStrength,petitionCaptureDistortion,costlyPublicMandateSignal,cheapSignalDistortion,publicMandateIntensity,openCalendarRate,calendarDelayCost,amendmentOpenness,floorSchedulingDelay,closedRuleRate,openRuleRate,dischargeBackstopUse,statusQuoFallbackPressure,leadershipSchedulingBias,rulesCommitteeCaptureIndex,amendmentOverload,poisonPillRate,proposerAdvantageReduction,publicMandateImprovementAfterAmendment,affectedHarmReductionByAmendment,amendmentRoundUse,implementationDelay,implementationCapacity,implementationFailureRisk,nonEnforcementRisk,underfundingRisk,renewalLobbyPressure,sunsetBeforeImplementationRate
Agenda gate,0.625246,Committee minority-hearing rights,2880,397,0.137847,0.175000,0.609322,0.732265,0.083993,0.288143,0.862153,0.000000,0.825000,0.000000,0.000000,0.012594,0.562654,0.041479,0.242211,0.132188,0.832984,0.598253,0.208125,0.000000,0.000000,0.000000,0.167016,0.072701,0.927299,0.137153,0.006163,0.000000,0.000000,0.241946,0.100941,0.619240,0.100941,0.550000,0.765800,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037847,0.043863,0.252083,0.373283,0.001742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266000,0.044517,0.580000,0.252083,0.059375,0.000000,0.000000,0.033333,0.149990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Agenda gate,0.627394,Committee amendment and revision power,2880,387,0.134375,0.152778,0.610638,0.737740,0.082054,0.305837,0.865625,0.000000,0.847222,0.000000,0.000000,0.005168,0.556258,0.038288,0.225978,0.102818,0.836527,0.663755,0.154324,0.000000,0.000000,0.000000,0.163473,0.072500,0.927500,0.138889,0.006322,0.000000,0.000000,0.227778,0.099134,0.624974,0.099134,0.564815,0.769031,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013889,0.016129,0.151389,0.398122,0.001495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.322000,0.044517,0.580000,0.151389,0.065278,0.000000,0.000000,0.028472,0.090076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber apportionment,0.638126,Equal-population unicameral chamber,2880,751,0.260764,1.000000,0.595338,0.629301,0.155243,0.229103,0.739236,0.000000,0.000000,0.000000,0.000000,0.190413,0.433598,0.100496,0.306028,0.212515,0.836195,0.681223,0.400027,0.000000,0.000000,0.000000,0.163805,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.164099,0.567746,0.164099,0.000000,0.697479,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.920000,0.000000,0.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber apportionment,0.636549,Proportional lower-house majority,2880,732,0.254167,1.000000,0.592937,0.636517,0.150705,0.226580,0.745833,0.000000,0.000000,0.000000,0.000000,0.176230,0.432463,0.100394,0.317388,0.209930,0.831399,0.685590,0.396731,0.000000,0.000000,0.000000,0.168601,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.161781,0.569091,0.161781,0.000000,0.701532,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.969231,0.000000,0.233333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.632444,House-origin-only bicameral routing,2880,653,0.226736,1.000000,0.602465,0.650653,0.136601,0.248592,0.773264,0.000000,0.000000,0.000000,0.003063,0.137825,0.457014,0.078477,0.279203,0.211407,0.831875,0.650655,0.390628,0.000000,0.000000,0.000000,0.168125,0.076271,0.923729,0.044792,0.005388,0.000000,0.000000,0.109337,0.147527,0.581541,0.147527,0.000000,0.717659,0,0,0.203081,0.203081,0.044792,0.651163,0.119636,0.000000,0.000000,3.119048,0.000000,0.000000,0.000000,0.000000,0.000000,0.090446,0.849858,0.020886,0.771296,0.090446,0.090446,0.773264,0.243056,0.226736,0.029167,0.001886,0.029167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.629776,Senate-origin-only bicameral routing,2880,640,0.222222,1.000000,0.601462,0.643987,0.133658,0.252149,0.777778,0.000000,0.000000,0.000000,0.009375,0.148438,0.491011,0.076583,0.275161,0.215451,0.829717,0.624454,0.404378,0.000000,0.000000,0.000000,0.170283,0.078653,0.921347,0.061806,0.008946,0.000000,0.000000,0.109337,0.143108,0.579662,0.143108,0.000000,0.713434,0,0,0.256445,0.256445,0.061806,0.516854,0.122904,0.000000,0.000000,3.039349,0.000000,0.000000,0.000000,0.000000,0.000000,0.104218,0.793945,0.020886,0.850000,0.104218,0.104218,0.000000,0.250347,0.222222,0.031944,0.003131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Other,0.628627,Emergency lower-house fast path,2880,564,0.195833,1.000000,0.612068,0.660672,0.119863,0.257864,0.804167,0.000000,0.000000,0.000000,0.001773,0.131206,0.527809,0.065103,0.261331,0.207431,0.832328,0.572052,0.381448,0.000000,0.000000,0.000000,0.167672,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.129382,0.589015,0.129382,0.000000,0.723834,0,0,0.250000,0.250000,0.000000,0.000000,0.111742,0.000000,0.042135,3.252809,0.000000,0.000000,0.000000,0.000000,0.000000,0.090446,0.849858,0.020886,0.771296,0.090446,0.090446,0.804167,0.267708,0.195833,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.631647,Proposer-chamber origin routing,2880,674,0.234028,1.000000,0.598297,0.631959,0.140018,0.254777,0.765972,0.000000,0.000000,0.000000,0.005935,0.170623,0.466216,0.081030,0.279895,0.218033,0.830827,0.628821,0.429809,0.000000,0.000000,0.000000,0.169173,0.077583,0.922417,0.054167,0.008193,0.000000,0.000000,0.109337,0.147896,0.575830,0.147896,0.000000,0.705448,0,0,0.242718,0.242718,0.054167,0.820513,0.132302,2.070313,0.000000,3.059639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.826250,0.032659,0.700000,0.000000,0.000000,0.321181,0.244097,0.234028,0.044444,0.002048,0.019097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.627596,Leadership-routed chamber origin,2880,559,0.194097,1.000000,0.611362,0.654204,0.118664,0.259658,0.805903,0.000000,0.000000,0.000000,0.000000,0.134168,0.538025,0.066894,0.265625,0.208455,0.830315,0.572052,0.387736,0.000000,0.000000,0.000000,0.169685,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.126979,0.586915,0.126979,0.000000,0.721636,0,0,0.232143,0.232143,0.000000,0.000000,0.101442,0.000000,0.000000,3.188187,0.000000,0.000000,0.000000,0.000000,0.000000,0.095067,0.835036,0.020886,0.791796,0.095067,0.095067,0.530556,0.269792,0.194097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Other,0.631021,Principles resolution before second-chamber drafting,2880,659,0.228819,1.000000,0.599483,0.638811,0.137173,0.241711,0.771181,0.000000,0.000000,0.000000,0.007587,0.115326,0.461123,0.081524,0.290098,0.205509,0.824239,0.624454,0.397391,0.000000,0.000000,0.000000,0.175761,0.079333,0.920667,0.066667,0.010678,0.000000,0.000000,0.109337,0.146172,0.576272,0.146172,0.000000,0.721378,0,0,0.261580,0.261580,0.066667,0.609375,0.129864,0.000000,0.000000,3.025886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.941818,0.011875,0.482288,0.000000,0.000000,0.000000,0.248264,0.228819,0.040625,0.004805,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.632778,Second-chamber preclearance routing,2880,679,0.235764,1.000000,0.598029,0.642172,0.140994,0.236314,0.764236,0.000000,0.000000,0.000000,0.033873,0.169367,0.466515,0.087954,0.301596,0.203149,0.831351,0.672489,0.386110,0.000000,0.000000,0.000000,0.168649,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.151401,0.574601,0.151401,0.000000,0.706288,0,0,0.224138,0.224138,0.000000,0.000000,0.113475,0.000000,0.000000,2.919098,0.000000,0.000000,0.000000,0.000000,0.000000,0.113251,0.791687,0.020886,0.850000,0.113251,0.113251,0.503819,0.242014,0.235764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.631557,Upper-house amendment-only power,2880,661,0.229514,1.000000,0.599918,0.644947,0.137690,0.250020,0.770486,0.000000,0.000000,0.000000,0.007564,0.146747,0.468927,0.081169,0.282236,0.212991,0.828725,0.637555,0.403945,0.000000,0.000000,0.000000,0.171275,0.077972,0.922028,0.056944,0.005684,0.000000,0.000000,0.109337,0.148024,0.579156,0.148024,0.000000,0.713517,0,0,0.226519,0.226519,0.056944,0.615854,0.117680,0.000000,0.000000,3.064917,0.000000,0.000000,0.000000,0.000000,0.000000,0.090446,0.849858,0.020886,0.771296,0.090446,0.090446,0.770486,0.242708,0.229514,0.035069,0.001250,0.035069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.616930,Upper-house absolute veto,2880,306,0.106250,1.000000,0.647096,0.696724,0.068754,0.310713,0.893750,0.000000,0.000000,0.000000,0.000000,0.075163,0.715096,0.026798,0.191144,0.188861,0.837506,0.362445,0.322082,0.000000,0.000000,0.000000,0.162494,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.074027,0.623420,0.074027,0.000000,0.758625,0,0,0.541916,0.541916,0.000000,0.000000,0.111647,0.000000,0.000000,3.853293,0.000000,0.000000,0.000000,0.000000,0.000000,0.116236,0.790941,0.020886,0.850000,0.116236,0.116236,0.893750,0.339583,0.106250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Chamber routing and conflict,0.621897,Upper-house territorial veto threshold,2880,375,0.130208,1.000000,0.638639,0.693549,0.083156,0.313600,0.869792,0.000000,0.000000,0.000000,0.000000,0.074667,0.649262,0.032323,0.184389,0.188960,0.829909,0.454148,0.337643,0.000000,0.000000,0.000000,0.170091,0.070000,0.930000,0.000000,0.000000,0.000000,0.000000,0.109337,0.090306,0.620454,0.090306,0.000000,0.755114,0,0,0.678940,0.678940,0.000000,0.000000,0.136613,0.000000,0.231222,3.689249,0.000000,0.000000,0.000000,0.000000,0.000000,0.136545,0.785864,0.020886,0.850000,0.136545,0.136545,0.869792,0.317361,0.130208,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
