caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,5631,37.540,60.000,0.626,1.000,0.605,0.645,0.379,0.231,0.374,0.000,0.000,0.000,0.215,0.062,0.248,0.274,0.179,0.855,0.993,0.292,0.000,0.000,0.000,0.145,0.000,0.000,0.081,0.360,0.000,0.553,0.000,0.000,0.000,0.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,4821,32.140,60.000,0.536,1.000,0.618,0.660,0.331,0.266,0.464,0.000,0.000,0.499,0.122,0.149,0.176,0.227,0.179,0.857,0.958,0.292,0.000,0.000,0.000,0.143,0.000,0.000,0.074,0.294,0.000,0.571,0.000,0.000,0.000,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-law-registry,Default pass + law registry,9000,60.000,7802,52.013,60.000,0.867,1.000,0.600,0.575,0.520,0.225,0.133,0.000,0.000,0.000,0.277,0.023,0.550,0.343,0.240,0.827,0.997,0.481,0.000,0.000,0.000,0.173,0.000,0.000,0.118,0.720,0.000,0.475,0.560,0.498,5.182,0.550,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-law-registry-challenge,Default pass + law registry + challenge,9000,60.000,5988,39.920,60.000,0.665,1.000,0.608,0.608,0.404,0.251,0.335,0.000,0.000,0.498,0.164,0.123,0.302,0.269,0.227,0.844,0.955,0.435,0.000,0.000,0.000,0.156,0.000,0.000,0.100,0.469,0.000,0.514,0.536,0.454,5.289,0.302,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,3963,26.420,26.527,0.440,0.442,0.629,0.669,0.277,0.284,0.560,0.339,0.219,0.000,0.102,0.258,0.132,0.204,0.216,0.884,0.786,0.374,0.000,0.000,0.000,0.116,0.000,0.000,0.074,0.239,0.000,0.575,0.000,0.000,0.000,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5949,39.660,60.000,0.661,1.000,0.597,0.610,0.395,0.240,0.339,0.000,0.000,0.499,0.176,0.120,0.250,0.265,0.227,0.847,0.950,0.439,0.000,0.000,0.000,0.153,0.000,0.000,0.099,0.463,0.000,0.514,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5473,36.487,37.020,0.608,0.617,0.606,0.641,0.369,0.264,0.392,0.383,0.000,0.000,0.187,0.144,0.188,0.211,0.203,0.852,0.986,0.348,0.000,0.000,0.000,0.148,0.000,0.000,0.084,0.306,0.000,0.537,0.000,0.000,0.000,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,5693,37.953,58.420,0.633,0.974,0.613,0.634,0.388,0.245,0.367,0.026,0.000,0.000,0.139,0.075,0.231,0.256,0.210,0.849,0.971,0.375,0.000,0.000,0.000,0.151,0.000,0.000,0.085,0.368,0.000,0.549,0.000,0.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6944,46.293,54.233,0.772,0.904,0.580,0.587,0.448,0.205,0.228,0.096,0.000,0.000,0.308,0.089,0.349,0.320,0.232,0.842,0.913,0.449,0.000,0.000,0.000,0.158,0.000,0.000,0.112,0.594,0.000,0.482,0.000,0.000,0.000,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,bicameral-majority,Bicameral simple majority,9000,60.000,3749,24.993,60.000,0.417,1.000,0.654,0.672,0.273,0.311,0.583,0.000,0.000,0.000,0.000,0.267,0.116,0.192,0.215,0.854,0.776,0.383,0.000,0.000,0.000,0.146,0.000,0.000,0.068,0.203,0.000,0.604,0.000,0.000,0.000,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,2672,17.813,60.000,0.297,1.000,0.670,0.691,0.199,0.334,0.703,0.000,0.000,0.000,0.000,0.433,0.077,0.179,0.214,0.853,0.585,0.371,0.000,0.000,0.000,0.147,0.000,0.000,0.061,0.138,0.000,0.630,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1009,14
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority,Unicameral simple majority,9000,60.000,1554,10.360,60.000,0.173,1.000,0.580,0.644,0.100,0.227,0.827,0.000,0.000,0.000,0.000,0.580,0.066,0.302,0.205,0.805,0.557,0.390,0.000,0.000,0.000,0.195,0.000,0.000,0.086,0.071,0.000,0.561,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,supermajority-60,Unicameral 60 percent passage,9000,60.000,377,2.513,60.000,0.042,1.000,0.654,0.736,0.027,0.354,0.958,0.000,0.000,0.000,0.000,0.864,0.007,0.119,0.204,0.802,0.148,0.336,0.000,0.000,0.000,0.198,0.000,0.000,0.046,0.010,0.000,0.679,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass,Default pass unless 2/3 block,9000,60.000,7568,50.453,60.000,0.841,1.000,0.520,0.461,0.437,0.080,0.159,0.000,0.000,0.000,0.484,0.024,0.775,0.805,0.266,0.789,0.993,0.650,0.000,0.000,0.000,0.211,0.000,0.000,0.189,0.795,0.000,0.364,0.000,0.000,0.000,0.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,7928,52.853,60.000,0.881,1.000,0.500,0.462,0.440,0.114,0.119,0.000,0.000,0.000,0.518,0.019,0.553,0.590,0.267,0.805,0.989,0.672,0.000,0.000,0.000,0.195,0.860,0.195,0.143,0.973,0.173,0.385,0.000,0.000,0.000,0.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6773,45.153,60.000,0.753,1.000,0.522,0.473,0.393,0.087,0.247,0.000,0.000,0.000,0.472,0.088,0.672,0.777,0.250,0.789,0.997,0.587,0.000,0.000,0.000,0.211,0.000,0.000,0.159,0.265,0.000,0.382,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7561,50.407,60.000,0.840,1.000,0.520,0.454,0.437,0.080,0.160,0.000,0.000,0.000,0.484,0.025,0.774,0.805,0.267,0.789,0.997,0.678,0.000,0.000,0.000,0.211,0.000,0.000,0.134,0.924,0.164,0.387,0.000,0.000,0.000,0.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6772,45.147,52.907,0.752,0.882,0.522,0.475,0.393,0.086,0.248,0.118,0.000,0.000,0.470,0.025,0.674,0.783,0.249,0.793,0.997,0.585,0.000,0.000,0.000,0.207,0.000,0.000,0.135,0.950,0.173,0.403,0.000,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3773,25.153,60.000,0.419,1.000,0.532,0.599,0.223,0.120,0.581,0.000,0.000,0.000,0.426,0.109,0.271,0.549,0.172,0.809,0.968,0.298,0.000,0.000,0.000,0.191,0.000,0.000,0.109,0.258,0.000,0.513,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,2771,18.473,60.000,0.308,1.000,0.528,0.606,0.163,0.146,0.692,0.000,0.000,0.500,0.367,0.352,0.166,0.447,0.170,0.813,0.799,0.294,0.000,0.000,0.000,0.187,0.000,0.000,0.105,0.170,0.000,0.512,0.000,0.000,0.000,0.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-law-registry,Default pass + law registry,9000,60.000,7878,52.520,60.000,0.875,1.000,0.530,0.456,0.464,0.102,0.125,0.000,0.000,0.000,0.448,0.021,0.929,0.715,0.267,0.784,0.999,0.658,0.000,0.000,0.000,0.216,0.000,0.000,0.192,0.831,0.000,0.360,0.575,0.551,5.064,0.929,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-law-registry-challenge,Default pass + law registry + challenge,9000,60.000,5065,33.767,60.000,0.563,1.000,0.513,0.478,0.289,0.115,0.437,0.000,0.000,0.500,0.425,0.302,0.476,0.596,0.256,0.795,0.819,0.615,0.000,0.000,0.000,0.205,0.000,0.000,0.180,0.487,0.000,0.374,0.504,0.634,5.106,0.476,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1375,9.167,9.253,0.153,0.154,0.559,0.649,0.085,0.216,0.847,0.606,0.240,0.000,0.275,0.631,0.052,0.255,0.195,0.847,0.520,0.355,0.000,0.000,0.000,0.153,0.000,0.000,0.085,0.051,0.000,0.545,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
