triage_rank,source_scan_rank,lineage_review_rank,bill_id,public_law_number,target_reference,target_reference_type,candidate_snippet_count,amendment_snippet_count,repeal_snippet_count,redesignation_snippet_count,incomplete_fragment_count,example_snippets,govinfo_text_url,codification_review_status,lineage_evidence_status,evidence_layers,missing_links,next_review_action,claim_boundary
102,8,8,117-hr-4346,117-167,2 USC 933(d),direct_us_code_reference,1,0,0,0,0,Go Act of 2010 (2 U.S.C. 933(d)).,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
103,8,8,117-hr-4346,117-167,47 USC 906(a)(2),direct_us_code_reference,1,0,0,0,0,"Year 2021 (15 U.S.C. 4655 and 47 U.S.C. 906(a)(2)), as",https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
104,9,9,117-s-516,117-203,49 USC 40101 note,direct_us_code_reference,2,0,0,0,0,SECTION <<NOTE: 49 USC 40101 note.>> 1. SHORT TITLE. || SEC. <<NOTE: Deadlines. 49 USC 40101 note.>> 2. ADVANCED AIR,https://www.govinfo.gov/content/pkg/PLAW-117publ203/html/PLAW-117publ203.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
105,9,9,117-s-516,117-203,49 USC 47102,title_code_section_phrase,1,0,0,0,0,"term in section 47102 of title 49, United States Code.",https://www.govinfo.gov/content/pkg/PLAW-117publ203/html/PLAW-117publ203.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
106,10,10,117-s-4458,117-174,38 USC 101 note,direct_us_code_reference,1,0,0,0,0,SECTION 1. <<NOTE: 38 USC 101 note.>> SHORT TITLE.,https://www.govinfo.gov/content/pkg/PLAW-117publ174/html/PLAW-117publ174.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
107,10,10,117-s-4458,117-174,38 USC 3680A note,direct_us_code_reference,1,1,0,0,0,(b) <<NOTE: 38 USC 3680A note.>> Application.--The amendment made,https://www.govinfo.gov/content/pkg/PLAW-117publ174/html/PLAW-117publ174.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
108,11,11,117-s-3580,117-146,46 USC 40504,direct_us_code_reference,2,1,0,0,0,amended by adding at the end the following: ``Sec. 40504. <<NOTE: 46 USC 40504.>> Shipping exchange registry || ``Sec. 40504. <<NOTE: 46 USC 40504.>> Shipping exchange registry,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
109,11,11,117-s-3580,117-146,46 USC 41110,direct_us_code_reference,2,1,0,0,0,amended by adding at the end the following: ``Sec. 41110. <<NOTE: 46 USC 41110.>> Data collection || ``Sec. 41110. <<NOTE: 46 USC 41110.>> Data collection,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
110,11,11,117-s-3580,117-146,46 USC 101 note,direct_us_code_reference,1,0,0,0,0,SECTION 1. <<NOTE: 46 USC 101 note.>> SHORT TITLE.,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
111,11,11,117-s-3580,117-146,46 USC 40101,title_code_section_phrase,1,1,0,0,0,"Section 40101 of title 46, United States Code, is amended-- (1) by striking paragraph (2) and inserting the following:",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
112,11,11,117-s-3580,117-146,46 USC 40501,direct_us_code_reference,1,1,0,0,0,"United States Code, <<NOTE: 46 USC 40501 prec.>> is amended by adding at the end the following:",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
113,11,11,117-s-3580,117-146,46 USC 40502(c),title_code_section_phrase,1,1,0,0,0,"Section 40502(c) of title 46, United States Code, is amended-- (1) in paragraph (7), by striking ``",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
114,11,11,117-s-3580,117-146,46 USC 40504 note,direct_us_code_reference,1,0,0,0,0,"(b) <<NOTE: Effective date. 46 USC 40504 note.>> Applicability.-- The registration requirement under section 40504 of title 46, United",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
115,11,11,117-s-3580,117-146,46 USC 41102,title_code_section_phrase,1,1,0,0,0,"Section 41102 of title 46, United States Code, is amended by adding at the end the following:",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
116,11,11,117-s-3580,117-146,46 USC 41102 note,direct_us_code_reference,1,0,0,0,0,(b) <<NOTE: 46 USC 41102 note.>> Rulemaking on Demurrage or,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
117,11,11,117-s-3580,117-146,46 USC 41102(c),title_code_section_phrase,1,0,0,0,0,"under section 41102(c) of title 46, United States Code,",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
118,11,11,117-s-3580,117-146,46 USC 41104,title_code_section_phrase,1,0,0,0,0,"(a) In General.--Section 41104 of title 46, United States Code, is",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
119,11,11,117-s-3580,117-146,46 USC 41104 note,direct_us_code_reference,1,0,0,0,0,(c) <<NOTE: Deadline. 46 USC 41104 note.>> Rulemaking on Unfair or,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
120,11,11,117-s-3580,117-146,46 USC 41104(a)(3),title_code_section_phrase,1,1,0,0,0,"section 41104(a)(3) of title 46, United States Code, as amended by this section. The Federal Maritime Commission shall issue a final rule not",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
121,11,11,117-s-3580,117-146,46 USC 41110 note,direct_us_code_reference,1,0,0,0,0,(b) <<NOTE: 46 USC 41110 note.>> Rule of Construction.--Nothing in,https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
122,11,11,117-s-3580,117-146,46 USC 46106,title_code_section_phrase,1,1,0,0,0,"Section 46106 of title 46, United States Code, is amended by adding at the end the following:",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
123,11,11,117-s-3580,117-146,5 USC 552(b)(4),title_code_section_phrase,1,0,0,0,0,"in accordance with section 552(b)(4) of title 5, United States Code.",https://www.govinfo.gov/content/pkg/PLAW-117publ146/html/PLAW-117publ146.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
124,12,12,117-s-1941,117-219,31 USC 6102 note,direct_us_code_reference,6,0,0,0,0,SEC. 2. <<NOTE: 31 USC 6102 note.>> FINDINGS. || SEC. 3. <<NOTE: 31 USC 6102 note.>> PURPOSE. || SEC. 4. <<NOTE: 31 USC 6102 note.>> DEFINITIONS. || (b) <<NOTE: 31 USC 6102 note.>> Content Requirements.--In,https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
125,12,12,117-s-1941,117-219,31 USC 6309,direct_us_code_reference,2,1,0,0,0,amended by adding at the end the following: ``Sec. 6309. <<NOTE: 31 USC 6309.>> Non-propagation of core-based || ``Sec. 6309. <<NOTE: 31 USC 6309.>> Non-propagation of core-based,https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
126,12,12,117-s-1941,117-219,31 USC 6101 note,direct_us_code_reference,1,0,0,0,0,SECTION 1. <<NOTE: 31 USC 6101 note.>> SHORT TITLE.,https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
127,12,12,117-s-1941,117-219,31 USC 6102(a)(2),title_code_section_phrase,1,0,0,0,0,"(a) In General.--Section 6102(a)(2) of title 31, United States Code,",https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
128,12,12,117-s-1941,117-219,31 USC 6301,direct_us_code_reference,1,0,0,0,0,"chapter 63 of title 31, United States Code, <<NOTE: 31 USC 6301 prec.>>",https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
129,12,12,117-s-1941,117-219,44 USC 3504(e),title_code_section_phrase,1,1,0,0,0,"Section 3504(e) of title 44, United States Code, is amended by-- (1) in paragraph (8)(B)(ii), by striking ``and'' at the end",https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
130,12,12,117-s-1941,117-219,5 USC 551,title_code_section_phrase,1,0,0,0,0,"term in section 551 of title 5, United States Code.",https://www.govinfo.gov/content/pkg/PLAW-117publ219/html/PLAW-117publ219.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
131,13,13,117-hr-7352,117-166,15 USC 631 note,direct_us_code_reference,1,0,0,0,0,SECTION 1. <<NOTE: 15 USC 631 note.>> SHORT TITLE.,https://www.govinfo.gov/content/pkg/PLAW-117publ166/html/PLAW-117publ166.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
132,13,13,117-hr-7352,117-166,15 USC 636(a)(36),direct_us_code_reference,1,1,0,0,0,Business Act (15 U.S.C. 636(a)(36)) is amended by adding at the end the following new subparagraph:,https://www.govinfo.gov/content/pkg/PLAW-117publ166/html/PLAW-117publ166.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
133,13,13,117-hr-7352,117-166,15 USC 636(a)(37),direct_us_code_reference,1,1,0,0,0,of the Small Business Act (15 U.S.C. 636(a)(37)) is amended by adding at the end the following new subparagraph:,https://www.govinfo.gov/content/pkg/PLAW-117publ166/html/PLAW-117publ166.htm,needs_olrc_us_code_note_review,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
134,14,5,117-hr-7925,117-238,NO_TARGET_REFERENCE_FROM_SOURCE_SCAN,no_structured_target,0,0,0,0,0,,https://www.govinfo.gov/content/pkg/PLAW-117publ238/html/PLAW-117publ238.htm,source_scan_has_no_structured_usc_target,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
135,15,13,117-hr-2472,117-269,NO_TARGET_REFERENCE_FROM_SOURCE_SCAN,no_structured_target,0,0,0,0,0,,https://www.govinfo.gov/content/pkg/PLAW-117publ269/html/PLAW-117publ269.htm,source_scan_has_no_structured_usc_target,target_section_triage_not_codified_lineage_evidence,statutory_lineage_source_scan; govinfo_public_law_text_scan; target_section_candidate_triage,olrc_us_code_classification; codified_usc_lineage; target_section_diff; law_revision_effective_text; model_validation,Review target reference against OLRC/U.S. Code notes and capture codified target-section before/after text before treating this row as lineage evidence.,"Target-section triage derived from official public-law source scans only. Rows rank candidate U.S.C. targets for manual OLRC/codified-text review; they do not establish codified U.S.C. lineage, target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
