caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,supermajority-60,Unicameral 60 percent passage,14400,180.000,517,6.463,180.000,0.036,1.000,0.641,0.735,0.023,0.388,0.964,0.000,0.000,0.000,0.000,0.889,0.006,0.105,0.229,0.781,0.095,0.403,0.000,0.000,0.000,0.219,0.000,0.000,0.048,0.011,0.000,0.677,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.026,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass,Default pass unless 2/3 block,14400,180.000,12014,150.175,180.000,0.834,1.000,0.517,0.478,0.431,0.091,0.166,0.000,0.000,0.000,0.485,0.038,0.724,0.744,0.268,0.790,0.993,0.647,0.000,0.000,0.000,0.210,0.000,0.000,0.179,0.772,0.000,0.373,0.000,0.000,0.000,0.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.399,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-constituent-public-will,Default pass + constituent public will,14400,180.000,11960,149.500,180.000,0.831,1.000,0.515,0.476,0.428,0.091,0.169,0.000,0.000,0.000,0.489,0.005,0.716,0.741,0.267,0.880,0.990,0.640,0.000,0.000,0.000,0.120,0.000,0.000,0.165,0.738,0.000,0.369,0.000,0.000,0.000,0.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.284,0.422,0.000,0.000,0.000,0.000,0.000,0.051,0.395,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,14400,180.000,5149,64.363,180.000,0.358,1.000,0.531,0.627,0.190,0.157,0.642,0.000,0.000,0.000,0.326,0.019,0.210,0.492,0.199,0.845,0.958,0.367,0.000,0.000,0.000,0.155,0.000,0.000,0.106,0.151,0.000,0.511,0.000,0.000,0.000,0.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.267,0.484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.280,0.390,0.000,0.000,0.000,0.000,0.000,0.051,0.224,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-proposal-bonds,Default pass + proposal bonds,14400,180.000,11701,146.263,174.788,0.813,0.971,0.518,0.482,0.421,0.092,0.187,0.029,0.000,0.000,0.485,0.042,0.699,0.735,0.264,0.790,0.989,0.628,0.000,0.000,0.000,0.210,0.000,0.000,0.176,0.726,0.000,0.378,0.000,0.000,0.000,0.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.540,0.000,0.049,0.392,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-proposal-bonds-challenge,Default pass + proposal bonds + challenge,14400,180.000,11814,147.675,175.000,0.820,0.972,0.492,0.467,0.404,0.088,0.180,0.028,0.000,0.167,0.502,0.107,0.645,0.658,0.264,0.797,0.924,0.639,0.000,0.000,0.000,0.203,0.000,0.000,0.185,0.780,0.000,0.355,0.000,0.000,0.000,0.645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.634,0.594,0.000,0.000,0.000,0.000,0.000,0.000,0.539,0.000,0.049,0.383,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cross-bloc-credit-discount,Default pass + cross-bloc credit discount,14400,180.000,2435,30.438,30.488,0.169,0.169,0.559,0.717,0.094,0.260,0.831,0.831,0.000,0.000,0.253,0.528,0.053,0.239,0.134,0.748,0.717,0.222,0.000,0.000,0.000,0.252,0.000,0.000,0.038,0.034,0.000,0.643,0.000,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169,0.182,2.344,0.000,0.000,0.122,0.121,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-affected-sponsor-gate,Default pass + affected-group sponsor gate,14400,180.000,1692,21.150,21.163,0.118,0.118,0.572,0.752,0.067,0.292,0.883,0.882,0.000,0.000,0.182,0.638,0.032,0.197,0.114,0.728,0.578,0.187,0.000,0.000,0.000,0.272,0.000,0.000,0.025,0.019,0.000,0.679,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.118,0.158,1.700,0.000,0.000,0.152,0.088,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-multiround-mediation,Default pass + multi-round mediation,14400,180.000,13590,169.875,180.000,0.944,1.000,0.503,0.435,0.475,0.186,0.056,0.000,0.000,0.000,0.489,0.029,0.407,0.394,0.272,0.813,0.990,0.751,0.000,0.000,0.000,0.187,0.746,0.303,0.120,0.854,0.260,0.414,0.000,0.000,0.000,0.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.410,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,14400,180.000,12746,159.325,180.000,0.885,1.000,0.499,0.433,0.441,0.188,0.115,0.000,0.000,0.167,0.471,0.101,0.367,0.377,0.272,0.816,0.915,0.746,0.000,0.000,0.000,0.184,0.747,0.302,0.120,0.855,0.260,0.411,0.000,0.000,0.000,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.383,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,14400,180.000,7654,95.675,95.700,0.532,0.532,0.605,0.627,0.321,0.448,0.468,0.468,0.000,0.000,0.069,0.002,0.002,0.002,0.203,0.784,0.949,0.400,0.000,0.000,0.000,0.216,0.532,0.342,0.046,0.018,0.000,0.631,0.000,0.000,0.000,0.002,0.000,0.000,0.001,6.000,0.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.333,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-alternatives-strategic,Default pass + strategic policy tournament,14400,180.000,7656,95.700,95.700,0.532,0.532,0.605,0.626,0.322,0.448,0.468,0.468,0.000,0.000,0.060,0.002,0.002,0.002,0.203,0.784,0.949,0.400,0.000,0.000,0.000,0.216,0.532,0.342,0.046,0.018,0.000,0.631,0.000,0.000,0.000,0.002,0.000,0.000,0.001,10.000,0.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.067,0.333,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge,Default pass + challenge vouchers,14400,180.000,12223,152.788,180.000,0.849,1.000,0.491,0.461,0.417,0.086,0.151,0.000,0.000,0.167,0.512,0.106,0.676,0.668,0.270,0.795,0.928,0.666,0.000,0.000,0.000,0.205,0.000,0.000,0.190,0.829,0.000,0.348,0.000,0.000,0.000,0.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.391,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge-party-proportional,Default pass + proportional party challenge vouchers,14400,180.000,12336,154.200,180.000,0.857,1.000,0.491,0.460,0.421,0.085,0.143,0.000,0.000,0.166,0.507,0.100,0.683,0.668,0.270,0.796,0.925,0.666,0.000,0.000,0.000,0.204,0.000,0.000,0.190,0.842,0.000,0.348,0.000,0.000,0.000,0.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.658,0.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.394,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge-minority-bonus,Default pass + minority-bonus challenge vouchers,14400,180.000,11961,149.513,180.000,0.831,1.000,0.492,0.463,0.408,0.087,0.169,0.000,0.000,0.188,0.504,0.114,0.658,0.664,0.268,0.796,0.930,0.660,0.000,0.000,0.000,0.204,0.000,0.000,0.188,0.805,0.000,0.351,0.000,0.000,0.000,0.658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.641,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.385,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge-supermajority,Default pass + challenge to 60 percent vote,14400,180.000,12026,150.325,180.000,0.835,1.000,0.489,0.458,0.409,0.084,0.165,0.000,0.000,0.167,0.519,0.132,0.668,0.672,0.270,0.795,0.896,0.669,0.000,0.000,0.000,0.205,0.000,0.000,0.191,0.821,0.000,0.346,0.000,0.000,0.000,0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.662,0.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.383,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge-committee,Default pass + challenge to committee review,14400,180.000,12137,151.713,154.250,0.843,0.857,0.491,0.460,0.414,0.085,0.157,0.000,0.143,0.167,0.512,0.114,0.673,0.670,0.269,0.795,0.918,0.665,0.000,0.000,0.000,0.205,0.000,0.000,0.190,0.822,0.000,0.348,0.000,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.661,0.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.388,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge-info-active,Default pass + challenge to info + active vote,14400,180.000,12191,152.388,180.000,0.847,1.000,0.491,0.461,0.416,0.086,0.153,0.000,0.000,0.167,0.507,0.089,0.673,0.667,0.270,0.796,0.921,0.665,0.000,0.000,0.000,0.204,0.000,0.000,0.190,0.828,0.000,0.348,0.000,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.659,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.390,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,14400,180.000,5152,64.400,159.100,0.358,0.884,0.537,0.609,0.192,0.164,0.642,0.114,0.003,0.000,0.319,0.256,0.180,0.404,0.188,0.786,0.866,0.357,0.000,0.000,0.000,0.214,0.000,0.000,0.096,0.168,0.000,0.523,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.610,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.218,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track-lenient,Default pass + adaptive tracks lenient,14400,180.000,7295,91.188,175.350,0.507,0.974,0.525,0.566,0.266,0.133,0.493,0.026,0.000,0.000,0.396,0.122,0.308,0.501,0.205,0.797,0.965,0.406,0.000,0.000,0.000,0.203,0.000,0.000,0.120,0.299,0.000,0.474,0.000,0.000,0.000,0.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.487,0.487,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.287,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track-strict,Default pass + adaptive tracks strict,14400,180.000,2882,36.025,121.750,0.200,0.676,0.561,0.662,0.112,0.223,0.800,0.302,0.021,0.000,0.118,0.515,0.076,0.296,0.190,0.785,0.609,0.353,0.000,0.000,0.000,0.215,0.000,0.000,0.076,0.076,0.000,0.575,0.000,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.592,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,0.133,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track-citizen-high-risk,Default pass + adaptive tracks + citizen high-risk,14400,180.000,5203,65.038,180.000,0.361,1.000,0.536,0.610,0.194,0.162,0.639,0.000,0.000,0.000,0.311,0.248,0.182,0.406,0.186,0.784,0.876,0.353,0.000,0.000,0.000,0.216,0.000,0.000,0.096,0.172,0.000,0.522,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.117,0.002,0.248,0.000,0.000,0.000,0.273,0.610,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.220,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track-supermajority-high-risk,Default pass + adaptive tracks + supermajority high-risk,14400,180.000,5134,64.175,180.000,0.357,1.000,0.536,0.611,0.191,0.162,0.643,0.000,0.000,0.000,0.311,0.255,0.181,0.412,0.185,0.786,0.866,0.347,0.000,0.000,0.000,0.214,0.000,0.000,0.095,0.160,0.000,0.523,0.000,0.000,0.000,0.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.609,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.218,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-law-registry,Default pass + law registry,14400,180.000,12473,155.913,180.000,0.866,1.000,0.531,0.473,0.460,0.114,0.134,0.000,0.000,0.000,0.435,0.028,0.885,0.655,0.268,0.785,0.995,0.653,0.000,0.000,0.000,0.215,0.000,0.000,0.182,0.816,0.000,0.372,0.649,0.280,5.153,0.885,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.409,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-law-registry-fast-review,Default pass + law registry fast review,14400,180.000,12407,155.088,180.000,0.862,1.000,0.532,0.473,0.458,0.117,0.138,0.000,0.000,0.000,0.437,0.027,0.888,0.653,0.268,0.785,0.993,0.651,0.000,0.000,0.000,0.215,0.000,0.000,0.182,0.810,0.000,0.373,0.656,0.136,2.071,0.888,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.408,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-law-registry-slow-review,Default pass + law registry slow partial review,14400,180.000,12264,153.300,180.000,0.852,1.000,0.524,0.474,0.446,0.111,0.148,0.000,0.000,0.000,0.466,0.034,0.829,0.666,0.269,0.786,0.996,0.653,0.000,0.000,0.000,0.214,0.000,0.000,0.181,0.792,0.000,0.372,0.642,0.388,8.262,0.829,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.404,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cost,Default pass + proposal costs,14400,180.000,7338,91.725,95.587,0.510,0.531,0.503,0.457,0.256,0.031,0.490,0.469,0.000,0.000,0.517,0.458,0.664,1.200,0.282,0.779,0.491,0.701,0.000,0.000,0.000,0.221,0.000,0.000,0.193,0.511,0.000,0.350,0.000,0.000,0.000,0.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.233,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cost-public-waiver,Default pass + proposal costs + public waiver,14400,180.000,8073,100.913,105.600,0.561,0.587,0.509,0.475,0.286,0.046,0.439,0.413,0.000,0.000,0.501,0.322,0.681,1.106,0.264,0.781,0.648,0.643,0.000,0.000,0.000,0.219,0.000,0.000,0.182,0.534,0.000,0.373,0.000,0.000,0.000,0.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.266,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cost-lobby-surcharge,Default pass + lobby-surcharge proposal costs,14400,180.000,7609,95.113,100.975,0.528,0.561,0.512,0.503,0.270,0.060,0.472,0.439,0.000,0.000,0.497,0.306,0.614,1.047,0.198,0.784,0.839,0.433,0.000,0.000,0.000,0.216,0.000,0.000,0.162,0.405,0.000,0.396,0.000,0.000,0.000,0.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.266,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-member-quota,Default pass + member proposal quota,14400,180.000,10991,137.388,164.550,0.763,0.914,0.517,0.478,0.395,0.090,0.237,0.086,0.000,0.000,0.485,0.116,0.665,0.747,0.269,0.789,0.903,0.648,0.000,0.000,0.000,0.211,0.000,0.000,0.179,0.700,0.000,0.374,0.000,0.000,0.000,0.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.365,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,14400,180.000,5725,71.563,83.000,0.398,0.461,0.522,0.533,0.208,0.107,0.602,0.539,0.000,0.000,0.466,0.411,0.319,0.683,0.236,0.799,0.622,0.508,0.000,0.000,0.000,0.201,0.000,0.000,0.147,0.293,0.000,0.430,0.000,0.000,0.000,0.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.212,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-public-objection,Default pass + public objection window,14400,180.000,5620,70.250,180.000,0.390,1.000,0.533,0.588,0.208,0.159,0.610,0.000,0.000,0.000,0.332,0.252,0.194,0.399,0.205,0.790,0.874,0.411,0.000,0.000,0.000,0.210,0.000,0.000,0.104,0.193,0.000,0.500,0.000,0.000,0.000,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.229,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,bicameral-majority,Bicameral simple majority,14400,180.000,1335,16.688,180.000,0.093,1.000,0.596,0.685,0.055,0.298,0.907,0.000,0.000,0.000,0.000,0.751,0.024,0.191,0.215,0.799,0.289,0.392,0.000,0.000,0.000,0.201,0.000,0.000,0.066,0.031,0.000,0.612,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.064,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,presidential-veto,Bicameral majority + presidential veto,14400,180.000,832,10.400,180.000,0.058,1.000,0.604,0.694,0.035,0.304,0.942,0.000,0.000,0.000,0.000,0.839,0.014,0.180,0.233,0.795,0.166,0.422,0.000,0.000,0.000,0.205,0.000,0.000,0.063,0.019,0.000,0.624,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.040,473,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",simple-majority,Unicameral simple majority,14400,180.000,2596,32.450,180.000,0.180,1.000,0.575,0.611,0.104,0.226,0.820,0.000,0.000,0.000,0.000,0.632,0.069,0.304,0.384,0.806,0.294,0.794,0.000,0.000,0.000,0.194,0.000,0.000,0.120,0.111,0.000,0.519,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.110,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",supermajority-60,Unicameral 60 percent passage,14400,180.000,587,7.338,180.000,0.041,1.000,0.655,0.626,0.027,0.342,0.959,0.000,0.000,0.000,0.000,0.901,0.008,0.144,0.542,0.825,0.012,1.015,0.000,0.000,0.000,0.175,0.000,0.000,0.107,0.026,0.000,0.591,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.026,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass,Default pass unless 2/3 block,14400,180.000,12143,151.788,180.000,0.843,1.000,0.519,0.484,0.437,0.100,0.157,0.000,0.000,0.000,0.484,0.041,0.702,0.701,0.336,0.787,0.979,0.870,0.000,0.000,0.000,0.213,0.000,0.000,0.190,0.801,0.000,0.367,0.000,0.000,0.000,0.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.408,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-constituent-public-will,Default pass + constituent public will,14400,180.000,12074,150.925,180.000,0.838,1.000,0.516,0.484,0.433,0.100,0.162,0.000,0.000,0.000,0.494,0.013,0.694,0.699,0.334,0.869,0.974,0.857,0.000,0.000,0.000,0.131,0.000,0.000,0.176,0.776,0.000,0.362,0.000,0.000,0.000,0.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.279,0.416,0.000,0.000,0.000,0.000,0.000,0.043,0.406,0,0
