historical_scan_rank,current_olrc_scan_rank,triage_rank,source_scan_rank,lineage_review_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,pre_edition,post_edition,pre_olrc_granule_id,pre_olrc_url,pre_fetch_status,pre_http_status,pre_text_sha256,pre_text_bytes,pre_public_law_reference_hits,post_olrc_granule_id,post_olrc_url,post_fetch_status,post_http_status,post_text_sha256,post_text_bytes,post_public_law_reference_hits,annual_text_hash_status,annual_public_law_window_status,historical_review_status,lineage_evidence_status,evidence_layers,missing_links,source_review_notes,claim_boundary
51,93,93,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4651,direct_us_code_reference,15,4651,2021,2022,USC-2021-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4651,official_olrc_annual_section_page_fetched,200,a82336b54df2e678ad13bbbe85ff089f86e2ebdbc30abdff189a04ed532c5968,157695,0,USC-2022-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4651,official_olrc_annual_section_page_fetched,200,cc33960d01bf7b71eadc62f15b5a4ddcdd430374cb560dd2b212f8cd87fce2ca,174527,9,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
52,94,94,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4651 note,direct_us_code_reference,15,4651,2021,2022,USC-2021-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4651,official_olrc_annual_section_page_fetched,200,a82336b54df2e678ad13bbbe85ff089f86e2ebdbc30abdff189a04ed532c5968,157695,0,USC-2022-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4651,official_olrc_annual_section_page_fetched,200,cc33960d01bf7b71eadc62f15b5a4ddcdd430374cb560dd2b212f8cd87fce2ca,174527,9,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
53,95,95,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4652 note,direct_us_code_reference,15,4652,2021,2022,USC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,official_olrc_annual_section_page_fetched,200,da45e6e020855ab614c61d31e4ed0f3945df1c8fe1f470a675768502150b4d0a,155485,0,USC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,official_olrc_annual_section_page_fetched,200,15c04f2fca0498a08557946279531646d0e36cf89931e812541de1c0f811597c,200521,21,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
54,96,96,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4652(a)(4),direct_us_code_reference,15,4652,2021,2022,USC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,official_olrc_annual_section_page_fetched,200,da45e6e020855ab614c61d31e4ed0f3945df1c8fe1f470a675768502150b4d0a,155485,0,USC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,official_olrc_annual_section_page_fetched,200,15c04f2fca0498a08557946279531646d0e36cf89931e812541de1c0f811597c,200521,21,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
55,99,99,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4656,direct_us_code_reference,15,4656,2021,2022,USC-2021-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4656,official_olrc_annual_section_page_fetched,200,41a4d94a9c6323bc86d6dec7491ebd652f4e08dd6e9a47870a9bd857bb221756,157294,0,USC-2022-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4656,official_olrc_annual_section_page_fetched,200,61345020337e2cbbd294d1549e669e4312b3d8fa71d370b48c45d0696b1a57b9,163493,9,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
56,100,100,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4656(c)(2),direct_us_code_reference,15,4656,2021,2022,USC-2021-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4656,official_olrc_annual_section_page_fetched,200,41a4d94a9c6323bc86d6dec7491ebd652f4e08dd6e9a47870a9bd857bb221756,157294,0,USC-2022-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4656,official_olrc_annual_section_page_fetched,200,61345020337e2cbbd294d1549e669e4312b3d8fa71d370b48c45d0696b1a57b9,163493,9,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
57,101,101,8,8,117-hr-4346,117-167,2022-08-09,2 USC 905(g)(1)(A),direct_us_code_reference,2,905,2021,2022,USC-2021-title2-section905,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title2-section905,official_olrc_annual_section_page_fetched,200,ad2d82e6635779ca42ee11500b6ba1c8eb73a353699198f87b66046b36a8e03a,222116,0,USC-2022-title2-section905,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title2-section905,official_olrc_annual_section_page_fetched,200,65980be30520dffc1b325965a65d438bdb81dda3291f04d29f7f6ac5d68a62bd,227721,5,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
58,103,103,8,8,117-hr-4346,117-167,2022-08-09,47 USC 906(a)(2),direct_us_code_reference,47,906,2021,2022,USC-2021-title47-section906,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section906,official_olrc_annual_section_page_fetched,200,2fc6e641e36d78b649f1ce26a6b01e404fab330d52f0c378e8762c7f2b962043,165784,0,USC-2022-title47-section906,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section906,official_olrc_annual_section_page_fetched,200,26d0baabfefc5a4511550dc255b5939b61cd7463ec0798f244c58739dc8c7510,168334,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
59,104,104,9,9,117-s-516,117-203,2022-10-17,49 USC 40101 note,direct_us_code_reference,49,40101,2021,2022,USC-2021-title49-section40101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title49-section40101,official_olrc_annual_section_page_fetched,200,0aae848723e5a7b6209f1b9642376c4574686a1d0429aa2d705ba70086849d51,555657,0,USC-2022-title49-section40101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title49-section40101,official_olrc_annual_section_page_fetched,200,669280dd10ffdc754e5467cb01b68e59f9c9fc011e58f6da376ad3a5360f03fc,595543,4,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
60,106,106,10,10,117-s-4458,117-174,2022-08-26,38 USC 101 note,direct_us_code_reference,38,101,2021,2022,USC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,official_olrc_annual_section_page_fetched,200,ae56e984943470a19d1ae74bebf959547d5e980cf5e99056509e84ec890dbc96,470159,0,USC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,official_olrc_annual_section_page_fetched,200,5a496d2e8d1958bdccb5876265b8599652090ea884e26ebba68a234f75f22d3e,503201,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
61,107,107,10,10,117-s-4458,117-174,2022-08-26,38 USC 3680A note,direct_us_code_reference,38,3680A,2021,2022,USC-2021-title38-section3680A,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3680A,official_olrc_annual_section_page_fetched,200,1c576e61fd6829cbc06396596d26e5b9acba4cf51a93c715d64a56639553ef8c,164600,0,USC-2022-title38-section3680A,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3680A,official_olrc_annual_section_page_fetched,200,405cbe69d5d44f0eb49f597ec0f79c0083ae037c0191f661bc857680a30a3089,175784,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
62,108,108,11,11,117-s-3580,117-146,2022-06-16,46 USC 40504,direct_us_code_reference,46,40504,2021,2022,USC-2021-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40504,official_olrc_annual_section_page_fetched,200,3754030f9d60eac86da40674afd9ea87ee35694e53c9d4c1a3e943b3de106c88,4173,0,USC-2022-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40504,official_olrc_annual_section_page_fetched,200,11804fde83545e1e462c0a493c7308e89d0f2d682533ebfa784027ea2b9dfebf,146439,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
63,109,109,11,11,117-s-3580,117-146,2022-06-16,46 USC 41110,direct_us_code_reference,46,41110,2021,2022,USC-2021-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41110,official_olrc_annual_section_page_fetched,200,9dc2281b003feba7c8322a628740daf66def0c00c6cf4517a91760e3871a33f7,4173,0,USC-2022-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41110,official_olrc_annual_section_page_fetched,200,1c9bc875dd83c0b69ad1010456819c1cebe41229740fa84cffd3a717c5f3f8a4,143739,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
64,110,110,11,11,117-s-3580,117-146,2022-06-16,46 USC 101 note,direct_us_code_reference,46,101,2021,2022,USC-2021-title46-section101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section101,official_olrc_annual_section_page_fetched,200,550fd42d2e7ca1e496ab3472902e46490f560c208a887567c106f7c220f100e5,169583,0,USC-2022-title46-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section101,official_olrc_annual_section_page_fetched,200,4f6b2e82d5503ccb0f14661f4b1beeebec646e62119df9001210f3d7b8e43386,170342,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
65,111,111,11,11,117-s-3580,117-146,2022-06-16,46 USC 40101,title_code_section_phrase,46,40101,2021,2022,USC-2021-title46-section40101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40101,official_olrc_annual_section_page_fetched,200,dd456e58c299d7ae3e8536c2a0d5fff21a77f17a49239b9ff1a7ffd99ba1dd4b,147157,0,USC-2022-title46-section40101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40101,official_olrc_annual_section_page_fetched,200,9b4b530dde7226aadac06af4bdf9afc0bdf40b65af95ec63a5d27f0771292f00,148917,4,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
66,113,113,11,11,117-s-3580,117-146,2022-06-16,46 USC 40502(c),title_code_section_phrase,46,40502,2021,2022,USC-2021-title46-section40502,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40502,official_olrc_annual_section_page_fetched,200,fa34625fa640e2e209b6ec685cee2930f0b0da44b76151aeb0a7046358872e14,152775,0,USC-2022-title46-section40502,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40502,official_olrc_annual_section_page_fetched,200,3f5277174c59e24a1f5a0041824eceba78c855ac1a2148bc4819b2400f2dc0e3,153785,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
67,114,114,11,11,117-s-3580,117-146,2022-06-16,46 USC 40504 note,direct_us_code_reference,46,40504,2021,2022,USC-2021-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40504,official_olrc_annual_section_page_fetched,200,3754030f9d60eac86da40674afd9ea87ee35694e53c9d4c1a3e943b3de106c88,4173,0,USC-2022-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40504,official_olrc_annual_section_page_fetched,200,11804fde83545e1e462c0a493c7308e89d0f2d682533ebfa784027ea2b9dfebf,146439,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
68,115,115,11,11,117-s-3580,117-146,2022-06-16,46 USC 41102,title_code_section_phrase,46,41102,2021,2022,USC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,official_olrc_annual_section_page_fetched,200,53657538e5d8b006001e25846c3b85733021e9752d34582ba3c612141965f209,145725,0,USC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,official_olrc_annual_section_page_fetched,200,7077aba25f6dfbc77c51a217eb60ef1cdfa8ba72b10da411067ef21603416fed,150142,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
69,116,116,11,11,117-s-3580,117-146,2022-06-16,46 USC 41102 note,direct_us_code_reference,46,41102,2021,2022,USC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,official_olrc_annual_section_page_fetched,200,53657538e5d8b006001e25846c3b85733021e9752d34582ba3c612141965f209,145725,0,USC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,official_olrc_annual_section_page_fetched,200,7077aba25f6dfbc77c51a217eb60ef1cdfa8ba72b10da411067ef21603416fed,150142,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
70,117,117,11,11,117-s-3580,117-146,2022-06-16,46 USC 41102(c),title_code_section_phrase,46,41102,2021,2022,USC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,official_olrc_annual_section_page_fetched,200,53657538e5d8b006001e25846c3b85733021e9752d34582ba3c612141965f209,145725,0,USC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,official_olrc_annual_section_page_fetched,200,7077aba25f6dfbc77c51a217eb60ef1cdfa8ba72b10da411067ef21603416fed,150142,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
