historical_scan_rank,current_olrc_scan_rank,triage_rank,source_scan_rank,lineage_review_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,pre_edition,post_edition,pre_olrc_granule_id,pre_olrc_url,pre_fetch_status,pre_http_status,pre_text_sha256,pre_text_bytes,pre_public_law_reference_hits,post_olrc_granule_id,post_olrc_url,post_fetch_status,post_http_status,post_text_sha256,post_text_bytes,post_public_law_reference_hits,annual_text_hash_status,annual_public_law_window_status,historical_review_status,lineage_evidence_status,evidence_layers,missing_links,source_review_notes,claim_boundary
11,11,11,1,1,117-hr-1437,117-229,2022-12-16,42 USC 1396d(ff),direct_us_code_reference,42,1396d,2021,2022,USC-2021-title42-section1396d,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section1396d,official_olrc_annual_section_page_fetched,200,bd6cd77132bbad425b9d6c8d7bc78e5971f54e08204966a4ab80a595067e99e8,563856,0,USC-2022-title42-section1396d,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section1396d,official_olrc_annual_section_page_fetched,200,ba8028890512ec68cadc7af6fe7d1f032ba6db78f1e5f290aa84fea4dfed3c98,589595,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
12,12,12,1,1,117-hr-1437,117-229,2022-12-16,42 USC 282 note,direct_us_code_reference,42,282,2021,2022,USC-2021-title42-section282,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section282,official_olrc_annual_section_page_fetched,200,4aad5ca3cc1f26d8762fda2f50362115fb2bf38e4f256869b4278295c2da187f,316747,0,USC-2022-title42-section282,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section282,official_olrc_annual_section_page_fetched,200,a9a5ece5bee9574be4026ba43a7595b24dc57c6859cff709c2a08134cf1168cd,321941,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
13,13,13,1,1,117-hr-1437,117-229,2022-12-16,42 USC 284m(d)(1),direct_us_code_reference,42,284m,2021,2022,USC-2021-title42-section284m,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section284m,official_olrc_annual_section_page_fetched,200,399adc5e1752449fee2741868bd6f1c1cc18b67799e7a4ece4afc0882982ccfa,174841,0,USC-2022-title42-section284m,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section284m,official_olrc_annual_section_page_fetched,200,05d7a222713b4bc757cd6417953e795533cf65806290fab51455131529a9c73f,177456,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
14,14,14,1,1,117-hr-1437,117-229,2022-12-16,47 USC 309(j)(11),direct_us_code_reference,47,309,2021,2022,USC-2021-title47-section309,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section309,official_olrc_annual_section_page_fetched,200,78507f6bbb1b7532788525098f126cb632e119c9a563216079ad6a7b722929e2,322538,0,USC-2022-title47-section309,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section309,official_olrc_annual_section_page_fetched,200,520c723790a201a0d434c5e117d0753efc22507b7f34b7f6340aafb9aaad8100,324417,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
15,16,16,2,2,117-hr-5376,117-169,2022-08-16,26 USC 4501,direct_us_code_reference,26,4501,2021,2022,USC-2021-title26-section4501,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section4501,official_olrc_annual_section_page_fetched,200,cbc7b05710b981e26c5a2ca61d1eb3017e3519b7e42e0e6e76ca198a626b94cb,151333,0,USC-2022-title26-section4501,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section4501,official_olrc_annual_section_page_fetched,200,6feb27a34afd5a434648e8e6845fc9fd49750f9cffd736b429ad11a17b4d9968,156107,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
16,17,17,2,2,117-hr-5376,117-169,2022-08-16,26 USC 55,direct_us_code_reference,26,55,2021,2022,USC-2021-title26-section55,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section55,official_olrc_annual_section_page_fetched,200,f1842dff09de5acc4fe4843d03027b2ad1b36482f71f421a237290db43bd76b2,259857,0,USC-2022-title26-section55,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section55,official_olrc_annual_section_page_fetched,200,41467ae6b158b38735702cd89c7b24cc9989dd730128bd1622cf34c6f2796dd4,240450,8,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
17,18,18,2,2,117-hr-5376,117-169,2022-08-16,26 USC 56A,direct_us_code_reference,26,56A,2021,2022,USC-2021-title26-section56A,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section56A,official_olrc_annual_section_page_fetched,200,c52d1a176c16620b415ce3986593e723f437eedecaebef9ac6bb5565ef596adc,4177,0,USC-2022-title26-section56A,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section56A,official_olrc_annual_section_page_fetched,200,a33e3bb34ae70a52185d429fe95dc2a4a922edd210822f881b66b7333ecf4ee9,160436,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
18,19,19,2,2,117-hr-5376,117-169,2022-08-16,26 USC 59,direct_us_code_reference,26,59,2021,2022,USC-2021-title26-section59,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section59,official_olrc_annual_section_page_fetched,200,609ab3d7602302aff4888a821c1db5bafe3cd81ee239ae0d93b6637cade0126d,196614,0,USC-2022-title26-section59,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section59,official_olrc_annual_section_page_fetched,200,94eff8fcceb9c8e08356dd1573eda204c8c4eb3c1ab39270b9d1d21515a7d42e,201938,6,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
19,21,21,2,2,117-hr-5376,117-169,2022-08-16,26 USC 11 note,direct_us_code_reference,26,11,2021,2022,USC-2021-title26-section11,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section11,official_olrc_annual_section_page_fetched,200,4e31250a955ce235deec11fbe3778763cc2df693274e35d8c83e7be5a86a0f3d,186923,0,USC-2022-title26-section11,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section11,official_olrc_annual_section_page_fetched,200,c0ddec0decfc4c2882db53676c85c0343ce6303b59390154c88a0a6a0da65ac9,179225,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
20,22,22,2,2,117-hr-5376,117-169,2022-08-16,26 USC 38,direct_us_code_reference,26,38,2021,2022,USC-2021-title26-section38,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section38,official_olrc_annual_section_page_fetched,200,0104a513686c117b554daf8dc69aab93908dad3510af156a5b232bcc1840dc5c,316592,0,USC-2022-title26-section38,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section38,official_olrc_annual_section_page_fetched,200,675ad3a42d54fd4a87a54fde1157a98243b49b7ec92a15f2b0af115c4ae138b5,299365,31,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
21,24,24,2,2,117-hr-5376,117-169,2022-08-16,26 USC 4501 note,direct_us_code_reference,26,4501,2021,2022,USC-2021-title26-section4501,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section4501,official_olrc_annual_section_page_fetched,200,cbc7b05710b981e26c5a2ca61d1eb3017e3519b7e42e0e6e76ca198a626b94cb,151333,0,USC-2022-title26-section4501,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section4501,official_olrc_annual_section_page_fetched,200,6feb27a34afd5a434648e8e6845fc9fd49750f9cffd736b429ad11a17b4d9968,156107,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
22,25,25,2,2,117-hr-5376,117-169,2022-08-16,26 USC 860E,direct_us_code_reference,26,860E,2021,2022,USC-2021-title26-section860E,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title26-section860E,official_olrc_annual_section_page_fetched,200,38a0e4c168e2bc84179faad7c1be83ac3bf5044a670c79430e501d8354f7829b,170558,0,USC-2022-title26-section860E,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title26-section860E,official_olrc_annual_section_page_fetched,200,78b341916c61554bf1799fc530bdf89f87581453c4e62a94eeb398c5ea7710b9,167017,4,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
23,28,28,3,3,117-hr-6833,117-180,2022-09-30,18 USC 3551 note,direct_us_code_reference,18,3551,2021,2022,USC-2021-title18-section3551,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section3551,official_olrc_annual_section_page_fetched,200,2649546c2077bd2272dde359024c4488de15bf66c7264c5258e241cf7ff3d1dd,181953,0,USC-2022-title18-section3551,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section3551,official_olrc_annual_section_page_fetched,200,f623abd3ad974d698a46a460c2ff0832849f1804fa41f369b764b7525095fd24,189499,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
24,37,37,3,3,117-hr-6833,117-180,2022-09-30,18 USC 1 note,direct_us_code_reference,18,1,2021,2022,USC-2021-title18-section1,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section1,official_olrc_annual_section_page_fetched,200,1673368ffae6eaa1b62d1e448436168f99c1a7a411fd02e34e88c8eb6ff19a5b,230731,0,USC-2022-title18-section1,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section1,official_olrc_annual_section_page_fetched,200,fbf27f5d423169ad6147346986b56394fb7b3bc71e220c7ed687efb928153204,243580,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
25,38,38,3,3,117-hr-6833,117-180,2022-09-30,18 USC 3014(a),title_code_section_phrase,18,3014,2021,2022,USC-2021-title18-section3014,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title18-section3014,official_olrc_annual_section_page_fetched,200,dee88e02a45d0c18106de8888fa6062b0389abf5c443f6773ea7219414def89d,172536,0,USC-2022-title18-section3014,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title18-section3014,official_olrc_annual_section_page_fetched,200,f53a43770c905b2d26d2574e49a42493850ade8fc75e15fa75116822a3fe4e2e,178629,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
26,44,44,3,3,117-hr-6833,117-180,2022-09-30,42 USC 1395ww(d)(12),direct_us_code_reference,42,1395ww,2021,2022,USC-2021-title42-section1395ww,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title42-section1395ww,official_olrc_annual_section_page_fetched,200,176dc4c44f9601ccbdcddaf99256e7b8dcc4025707eac85a96d043f6a4f884a9,1511649,0,USC-2022-title42-section1395ww,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title42-section1395ww,official_olrc_annual_section_page_fetched,200,6d3e324970a89b2eb25cca90b5149a065e2863a289b605200dedb3d63a885ff6,1557267,14,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
27,52,52,3,3,117-hr-6833,117-180,2022-09-30,47 USC 309(j)(11),direct_us_code_reference,47,309,2021,2022,USC-2021-title47-section309,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section309,official_olrc_annual_section_page_fetched,200,78507f6bbb1b7532788525098f126cb632e119c9a563216079ad6a7b722929e2,322538,0,USC-2022-title47-section309,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section309,official_olrc_annual_section_page_fetched,200,520c723790a201a0d434c5e117d0753efc22507b7f34b7f6340aafb9aaad8100,324417,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
28,61,61,4,4,117-hr-7776,117-263,2022-12-23,10 USC 101 note,direct_us_code_reference,10,101,2021,2022,USC-2021-title10-section101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section101,official_olrc_annual_section_page_fetched,200,16d0f76594cf89608d6254199d244135f7c4ea344a5a35707fd832694e310bb9,320686,0,USC-2022-title10-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section101,official_olrc_annual_section_page_fetched,200,442b0ad848df39b73edd1c9b299e3a0119ed0ee0fc970f33096a1c8734dc8d73,321986,3,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
29,63,63,4,4,117-hr-7776,117-263,2022-12-23,10 USC 8696,direct_us_code_reference,10,8696,2021,2022,USC-2021-title10-section8696,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section8696,official_olrc_annual_section_page_fetched,200,4aefcf2194f0489168831ad25401ff8c3b444557e576f291befde0c453c96f56,4177,0,USC-2022-title10-section8696,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section8696,official_olrc_annual_section_page_fetched,200,ee6d28d72e5dd65197300a915b647557877b90dec47c12ddfd7281e0c84161c4,152423,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
30,66,66,4,4,117-hr-7776,117-263,2022-12-23,10 USC 8661,direct_us_code_prec_reference,10,8661,2021,2022,USC-2021-title10-section8661,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section8661,official_olrc_annual_section_page_fetched,200,911aec8077d10f98b179bfa20562a9778288fb3b68f64e9506238fae747cacf7,166277,0,USC-2022-title10-section8661,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section8661,official_olrc_annual_section_page_fetched,200,e787d908be29e328d8b572843447f332fa4eceb2b2b6866cecaa4dd599cf2d7e,166738,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
